"code","area","city","provider","cost","remarks"
"BDJ20804","Kab. Barito Timur","Patangkep Tutui","JNE Reguler",53000,"5 - 7 hari"
"BDJ20805","Kab. Barito Timur","Pematang Karau","JNE Reguler",53000,"5 - 7 hari"
"BDJ20806","Kab. Barito Timur","Dusun Timur","JNE Reguler",53000,"5 - 7 hari"
"BDJ20900","Kab. Murung Raya","Puruk Cahu","JNE Reguler",42000,"3 - 5 hari"
"BDJ20901","Kab. Murung Raya","Laung Tuhup","JNE Reguler",53000,"5 - 7 hari"
"BDJ20902","Kab. Murung Raya","Permata Intan","JNE Reguler",53000,"5 - 7 hari"
"BDJ20903","Kab. Murung Raya","Sumber Barito","JNE Reguler",53000,"5 - 7 hari"
"BDJ20904","Kab. Murung Raya","Tanah Siang","JNE Reguler",53000,"5 - 7 hari"
"BDJ20905","Kab. Murung Raya","Murung","JNE Reguler",53000,"5 - 7 hari"
"BDJ21100","Kab. Barito Selatan","Buntok","JNE Reguler",42000,"3 - 5 hari"
"BDJ21102","Kab. Barito Selatan","Dusun Hilir","JNE Reguler",53000,"5 - 7 hari"
"BDJ21103","Kab. Barito Selatan","Dusun Utara","JNE Reguler",53000,"5 - 7 hari"
"BDJ21104","Kab. Barito Selatan","Jenamas","JNE Reguler",53000,"5 - 7 hari"
"BDJ21105","Kab. Barito Selatan","Karau Kuala","JNE Reguler",53000,"5 - 7 hari"
"BDJ21107","Kab. Barito Selatan","Dusun Selatan","JNE Reguler",53000,"5 - 7 hari"
"BDJ21108","Kab. Barito Selatan","Gunung Bintang Awai","JNE Reguler",53000,"5 - 7 hari"
"BDJ21200","Kab. Balangan","Paringin","JNE Reguler",42000,"3 - 5 hari"
"BDJ21201","Kab. Balangan","Awayan","JNE Reguler",53000,"5 - 7 hari"
"BDJ21202","Kab. Balangan","Batu Mandi","JNE Reguler",53000,"5 - 7 hari"
"BDJ21203","Kab. Balangan","Halong","JNE Reguler",53000,"5 - 7 hari"
"BDJ21204","Kab. Balangan","Juai","JNE Reguler",53000,"5 - 7 hari"
"BDJ21205","Kab. Balangan","Lampihong","JNE Reguler",53000,"5 - 7 hari"
"BDJ21300","Kab. Tanah Bambu","Batu Licin","JNE Reguler",42000,"3 - 5 hari"
"BDJ21301","Kab. Tanah Bambu","Kusan Hilir","JNE Reguler",53000,"5 - 7 hari"
"BDJ21302","Kab. Tanah Bambu","Kusan Hulu","JNE Reguler",53000,"5 - 7 hari"
"BDJ21303","Kab. Tanah Bambu","Satui","JNE Reguler",53000,"5 - 7 hari"
"BDJ21304","Kab. Tanah Bambu","Sungai Loban","JNE Reguler",53000,"5 - 7 hari"
"BDO10000","Kota Bandung","Bandung","JNE Reguler",10000,"1 - 2 hari"
"BDO10002","Kota Bandung","Cibiru","JNE Reguler",10000,"1 - 2 hari"
"BDO10018","Kota Bandung","Ujungberung","JNE Reguler",10000,"1 - 2 hari"
"BDO10037","Kota Bandung","Sukasari","JNE Reguler",10000,"1 - 2 hari"
"BDO10038","Kota Bandung","Cicadas","JNE Reguler",10000,"1 - 2 hari"
"BDO10039","Kota Bandung","Cidadap","JNE Reguler",10000,"1 - 2 hari"
"BDO10040","Kota Bandung","Lengkong","JNE Reguler",10000,"1 - 2 hari"
"BDO10041","Kota Bandung","Andir","JNE Reguler",10000,"1 - 2 hari"
"BDO10042","Kota Bandung","Arcamanik","JNE Reguler",10000,"1 - 2 hari"
"BDO10043","Kota Bandung","Astanaanyar","JNE Reguler",10000,"1 - 2 hari"
"BDO10044","Kota Bandung","Babakanciparay","JNE Reguler",10000,"1 - 2 hari"
"BDO10045","Kota Bandung","Bandung Kidul","JNE Reguler",10000,"1 - 2 hari"
"BDO10046","Kota Bandung","Bandung Kulon","JNE Reguler",10000,"1 - 2 hari"
"BDO10047","Kota Bandung","Bandung Wetan","JNE Reguler",10000,"1 - 2 hari"
"BDO10048","Kota Bandung","Batununggal","JNE Reguler",10000,"1 - 2 hari"
"BDO10049","Kota Bandung","Bojongloa Kaler","JNE Reguler",10000,"1 - 2 hari"
"BDO10050","Kota Bandung","Bojongloa Kidul","JNE Reguler",10000,"1 - 2 hari"
"BDO10051","Kota Bandung","Cibeunying Kaler","JNE Reguler",10000,"1 - 2 hari"
"BDO10052","Kota Bandung","Cibeunying Kidul","JNE Reguler",10000,"1 - 2 hari"
"BDO10053","Kota Bandung","Cicendo","JNE Reguler",10000,"1 - 2 hari"
"BDO10054","Kota Bandung","Coblong","JNE Reguler",10000,"1 - 2 hari"
"BDO10055","Kota Bandung","Kiaracondong","JNE Reguler",10000,"1 - 2 hari"
"BDO10056","Kota Bandung","Margacinta","JNE Reguler",10000,"1 - 2 hari"
"BDO10057","Kota Bandung","Rancasari","JNE Reguler",10000,"1 - 2 hari"
"BDO10058","Kota Bandung","Regol","JNE Reguler",10000,"1 - 2 hari"
"BDO10059","Kota Bandung","Sukajadi","JNE Reguler",10000,"1 - 2 hari"
"BDO10060","Kota Bandung","Sumurbandung","JNE Reguler",10000,"1 - 2 hari"
"BDO10100","Kab. Bandung","Soreang","JNE Reguler",10000,"1 - 2 hari"
"BDO10101","Kab. Bandung","Arjasari","JNE Reguler",16000,"3 - 6 hari"
"BDO10102","Kab. Bandung","Baleendah","JNE Reguler",16000,"3 - 6 hari"
"BDO10103","Kab. Bandung","Banjaran","JNE Reguler",16000,"3 - 6 hari"
"BDO10104","Kab. Bandung","Bojong Soang","JNE Reguler",16000,"3 - 6 hari"
"BDO10105","Kab. Bandung","Cangkuang","JNE Reguler",16000,"3 - 6 hari"
"BDO10106","Kab. Bandung","Cicalengka","JNE Reguler",16000,"3 - 6 hari"
"BDO10107","Kab. Bandung","Cikancung","JNE Reguler",16000,"3 - 6 hari"
"BDO10108","Kab. Bandung","Cilengkrang","JNE Reguler",16000,"3 - 6 hari"
"BDO10109","Kab. Bandung","Cileunyi","JNE Reguler",16000,"3 - 6 hari"
"BDO10110","Kab. Bandung","Cimaung","JNE Reguler",16000,"3 - 6 hari"
"BDO10111","Kab. Bandung","Cimenyan","JNE Reguler",16000,"3 - 6 hari"
"BDO10112","Kab. Bandung","Ciparay","JNE Reguler",16000,"3 - 6 hari"
"BDO10113","Kab. Bandung","Ciwidey","JNE Reguler",16000,"3 - 6 hari"
"BDO10114","Kab. Bandung","Dayeuhkolot","JNE Reguler",16000,"3 - 6 hari"
"BDO10115","Kab. Bandung","Ibun","JNE Reguler",16000,"3 - 6 hari"
"BDO10116","Kab. Bandung","Kertasari","JNE Reguler",16000,"3 - 6 hari"
"BDO10118","Kab. Bandung","Katapang","JNE Reguler",16000,"3 - 6 hari"
"BDO10119","Kab. Bandung","Majalaya","JNE Reguler",13000,"2 - 3 hari"
"BDO10120","Kab. Bandung","Margaasih","JNE Reguler",16000,"3 - 6 hari"
"BDO10121","Kab. Bandung","Margahayu","JNE Reguler",16000,"3 - 6 hari"
"BDO10122","Kab. Bandung","Nagreg","JNE Reguler",16000,"3 - 6 hari"
"BDO10123","Kab. Bandung","Pacet","JNE Reguler",16000,"3 - 6 hari"
"BDO10124","Kab. Bandung","Pameungpeuk","JNE Reguler",16000,"3 - 6 hari"
"BDO10125","Kab. Bandung","Pangalengan","JNE Reguler",16000,"3 - 6 hari"
"BDO10126","Kab. Bandung","Paseh","JNE Reguler",16000,"3 - 6 hari"
"BDO10127","Kab. Bandung","Pasirjambu","JNE Reguler",16000,"3 - 6 hari"
"BDO10128","Kab. Bandung","Rancabali","JNE Reguler",16000,"3 - 6 hari"
"BDO10129","Kab. Bandung","Rancaekek","JNE Reguler",10000,"1 - 2 hari"
"BDO10130","Kab. Bandung","Solokan Jeruk","JNE Reguler",16000,"3 - 6 hari"
"BDO20100","Kota Cimahi","Cimahi","JNE Reguler",10000,"1 - 2 hari"
"BDO20117","Kota Cimahi","Cimahi Selatan","JNE Reguler",10000,"1 - 2 hari"
"BDO20118","Kota Cimahi","Cimahi Tengah","JNE Reguler",10000,"1 - 2 hari"
"BDO20119","Kota Cimahi","Cimahi Utara","JNE Reguler",10000,"1 - 2 hari"
"BDO20200","Kab. Sumedang","Sumedang","JNE Reguler",13000,"2 - 3 hari"
"BDO20201","Kab. Sumedang","Buahdua","JNE Reguler",16000,"3 - 6 hari"
"BDO20203","Kab. Sumedang","Cibugel","JNE Reguler",16000,"3 - 6 hari"
"BDO20205","Kab. Sumedang","Cimalaka","JNE Reguler",16000,"3 - 6 hari"
"BDO20206","Kab. Sumedang","Cimanggu","JNE Reguler",16000,"3 - 6 hari"
"BDO20208","Kab. Sumedang","Conggeang","JNE Reguler",16000,"3 - 6 hari"
"BDO20209","Kab. Sumedang","Darmaraja","JNE Reguler",16000,"3 - 6 hari"
"BDO20210","Kab. Sumedang","Ganeas","JNE Reguler",16000,"3 - 6 hari"
"BDO20214","Kab. Sumedang","Pamulihan","JNE Reguler",16000,"3 - 6 hari"
"BDO20215","Kab. Sumedang","Paseh","JNE Reguler",16000,"3 - 6 hari"
"BDO20216","Kab. Sumedang","Rancakalong","JNE Reguler",16000,"3 - 6 hari"
"BDO20217","Kab. Sumedang","Situraja","JNE Reguler",16000,"3 - 6 hari"
"BDO20218","Kab. Sumedang","Sukasari","JNE Reguler",16000,"3 - 6 hari"
"BDO20219","Kab. Sumedang","Surian","JNE Reguler",16000,"3 - 6 hari"
"BDO20220","Kab. Sumedang","Tanjungkerta","JNE Reguler",16000,"3 - 6 hari"
"BDO20221","Kab. Sumedang","Tanjungsari","JNE Reguler",16000,"3 - 6 hari"
"BDO20222","Kab. Sumedang","Tomo","JNE Reguler",16000,"3 - 6 hari"
"BDO20223","Kab. Sumedang","Ujung Jaya","JNE Reguler",16000,"3 - 6 hari"
"BDO20224","Kab. Sumedang","Wado","JNE Reguler",16000,"3 - 6 hari"
"BDO20247","Kab. Sumedang","Jatinangor","JNE Reguler",10000,"1 - 2 hari"
"BDO20248","Kab. Sumedang","Cisarua","JNE Reguler",16000,"3 - 6 hari"
"BDO20249","Kab. Sumedang","Cisitu","JNE Reguler",16000,"3 - 6 hari"
"BDO20250","Kab. Sumedang","Jatigede","JNE Reguler",16000,"3 - 6 hari"
"BDO20251","Kab. Sumedang","Jatinunggal","JNE Reguler",16000,"3 - 6 hari"
"BDO20252","Kab. Sumedang","Sumedang Selatan","JNE Reguler",16000,"3 - 6 hari"
"BDO20253","Kab. Sumedang","Sumedang Utara","JNE Reguler",16000,"3 - 6 hari"
"BDO20254","Kab. Sumedang","Tanjungmedar","JNE Reguler",16000,"3 - 6 hari"
"BDO20300","Kota Tasikmalaya","Tasikmalaya","JNE Reguler",13000,"2 - 3 hari"
"BDO20306","Kota Tasikmalaya","Cibeureum","JNE Reguler",13000,"2 - 3 hari"
"BDO20317","Kota Tasikmalaya","Indihiang","JNE Reguler",13000,"2 - 3 hari"
"BDO20321","Kota Tasikmalaya","Kawalu","JNE Reguler",13000,"2 - 3 hari"
"BDO20333","Kota Tasikmalaya","Cihideung","JNE Reguler",13000,"2 - 3 hari"
"BDO20334","Kota Tasikmalaya","Cipedes","JNE Reguler",13000,"2 - 3 hari"
"BDO20335","Kota Tasikmalaya","Mangkubumi","JNE Reguler",13000,"2 - 3 hari"
"BDO20336","Kota Tasikmalaya","Tamansari","JNE Reguler",13000,"2 - 3 hari"
"BDO20337","Kota Tasikmalaya","Tawang","JNE Reguler",13000,"2 - 3 hari"
"BDO20400","Kota Banjar","Banjar","JNE Reguler",13000,"2 - 3 hari"
"BDO20416","Kota Banjar","Langensari","JNE Reguler",13000,"2 - 3 hari"
"BDO20417","Kota Banjar","Pataruman","JNE Reguler",13000,"2 - 3 hari"
"BDO20418","Kota Banjar","Purwaharja","JNE Reguler",13000,"2 - 3 hari"
"BDO20500","Kab.Ciamis","Ciamis","JNE Reguler",13000,"2 - 3 hari"
"BDO20501","Kab.Ciamis","Cihaurbeuti","JNE Reguler",16000,"3 - 6 hari"
"BDO20502","Kab.Ciamis","Cijeungjing","JNE Reguler",16000,"3 - 6 hari"
"BDO20503","Kab.Ciamis","Cikoneng","JNE Reguler",16000,"3 - 6 hari"
"BDO20504","Kab.Ciamis","Cipaku","JNE Reguler",16000,"3 - 6 hari"
"BDO20505","Kab.Ciamis","Jatinagara","JNE Reguler",16000,"3 - 6 hari"
"BDO20506","Kab.Ciamis","Kawali","JNE Reguler",16000,"3 - 6 hari"
"BDO20507","Kab.Ciamis","Panumbangan","JNE Reguler",16000,"3 - 6 hari"
"BDO20508","Kab.Ciamis","Panawangan","JNE Reguler",16000,"3 - 6 hari"
"BDO20509","Kab.Ciamis","Panjalu","JNE Reguler",16000,"3 - 6 hari"
"BDO20510","Kab.Ciamis","Rajadesa","JNE Reguler",16000,"3 - 6 hari"
"BDO20511","Kab.Ciamis","Sadananya","JNE Reguler",16000,"3 - 6 hari"
"BDO20512","Kab.Ciamis","Sukadana","JNE Reguler",16000,"3 - 6 hari"
"BDO20513","Kab.Ciamis","Banjarsari","JNE Reguler",16000,"3 - 6 hari"
"BDO20514","Kab.Ciamis","Cimaragas","JNE Reguler",16000,"3 - 6 hari"
"BDO20515","Kab.Ciamis","Cigugur","JNE Reguler",16000,"3 - 6 hari"
"BDO20516","Kab.Ciamis","Cijulang","JNE Reguler",16000,"3 - 6 hari"
"BDO20517","Kab.Ciamis","Cimerak","JNE Reguler",16000,"3 - 6 hari"
"BDO20518","Kab.Ciamis","Cisaga","JNE Reguler",16000,"3 - 6 hari"
"BDO20519","Kab.Ciamis","Kalipucang","JNE Reguler",16000,"3 - 6 hari"
"BDO20520","Kab.Ciamis","Lakbok","JNE Reguler",16000,"3 - 6 hari"
"BDO20521","Kab.Ciamis","Langkap lancar","JNE Reguler",16000,"3 - 6 hari"
"BDO20522","Kab.Ciamis","Padaherang","JNE Reguler",16000,"3 - 6 hari"
"BDO20523","Kab.Ciamis","Pamarican","JNE Reguler",16000,"3 - 6 hari"
"BDO20524","Kab.Ciamis","Pangandaran","JNE Reguler",16000,"3 - 6 hari"
"BDO20525","Kab.Ciamis","Parigi","JNE Reguler",16000,"3 - 6 hari"
"BDO20526","Kab.Ciamis","Rancah","JNE Reguler",16000,"3 - 6 hari"
"BDO20527","Kab.Ciamis","Tambaksari","JNE Reguler",16000,"3 - 6 hari"
"BDO20528","Kab.Ciamis","Purwadadi","JNE Reguler",16000,"3 - 6 hari"
"BDO20529","Kab.Ciamis","Cidolog","JNE Reguler",16000,"3 - 6 hari"
"BDO20530","Kab.Ciamis","Baregbeg","JNE Reguler",16000,"3 - 6 hari"
"BDO20531","Kab.Ciamis","Lumbung","JNE Reguler",16000,"3 - 6 hari"
"BDO20532","Kab.Ciamis","Mangunjaya","JNE Reguler",16000,"3 - 6 hari"
"BDO20533","Kab.Ciamis","Sidamulih","JNE Reguler",16000,"3 - 6 hari"
"BDO20534","Kab.Ciamis","Sindangkasih","JNE Reguler",16000,"3 - 6 hari"
"BDO20600","Kab. Tasikmalaya","Singaparna","JNE Reguler",13000,"2 - 3 hari"
"BDO20601","Kab. Tasikmalaya","Bojonggambir","JNE Reguler",16000,"3 - 6 hari"
"BDO20602","Kab. Tasikmalaya","Cigalontang","JNE Reguler",16000,"3 - 6 hari"
"BDO20603","Kab. Tasikmalaya","Leuwisari","JNE Reguler",16000,"3 - 6 hari"
"BDO20605","Kab. Tasikmalaya","Sariwangi","JNE Reguler",16000,"3 - 6 hari"
"BDO20606","Kab. Tasikmalaya","Salawu","JNE Reguler",16000,"3 - 6 hari"
"BDO20608","Kab. Tasikmalaya","Sukarame","JNE Reguler",16000,"3 - 6 hari"
"BDO20609","Kab. Tasikmalaya","Mangunreja","JNE Reguler",16000,"3 - 6 hari"
"BDO20610","Kab. Tasikmalaya","Sodonghilir","JNE Reguler",16000,"3 - 6 hari"
"BDO20611","Kab. Tasikmalaya","Taraju","JNE Reguler",16000,"3 - 6 hari"
"BDO20612","Kab. Tasikmalaya","Bantarkalong","JNE Reguler",16000,"3 - 6 hari"
"BDO20613","Kab. Tasikmalaya","Culamega","JNE Reguler",16000,"3 - 6 hari"
"BDO20614","Kab. Tasikmalaya","Ciawi","JNE Reguler",16000,"3 - 6 hari"
"BDO20615","Kab. Tasikmalaya","Cibalong","JNE Reguler",16000,"3 - 6 hari"
"BDO20616","Kab. Tasikmalaya","Cikatomas","JNE Reguler",16000,"3 - 6 hari"
"BDO20617","Kab. Tasikmalaya","Cikalong","JNE Reguler",16000,"3 - 6 hari"
"BDO20618","Kab. Tasikmalaya","Cineam","JNE Reguler",16000,"3 - 6 hari"
"BDO20619","Kab. Tasikmalaya","Cipatujah","JNE Reguler",16000,"3 - 6 hari"
"BDO20620","Kab. Tasikmalaya","Cisayong","JNE Reguler",16000,"3 - 6 hari"
"BDO20621","Kab. Tasikmalaya","Jamanis","JNE Reguler",16000,"3 - 6 hari"
"BDO20622","Kab. Tasikmalaya","Karangnunggal","JNE Reguler",16000,"3 - 6 hari"
"BDO20623","Kab. Tasikmalaya","Manonjaya","JNE Reguler",16000,"3 - 6 hari"
"BDO20624","Kab. Tasikmalaya","Pancatengah","JNE Reguler",16000,"3 - 6 hari"
"BDO20625","Kab. Tasikmalaya","Rajapolah","JNE Reguler",16000,"3 - 6 hari"
"BDO20626","Kab. Tasikmalaya","Salopa","JNE Reguler",16000,"3 - 6 hari"
"BDO20627","Kab. Tasikmalaya","Sukaraja","JNE Reguler",16000,"3 - 6 hari"
"BDO20629","Kab. Tasikmalaya","Kadipaten","JNE Reguler",16000,"3 - 6 hari"
"BDO20630","Kab. Tasikmalaya","Bojongasih","JNE Reguler",16000,"3 - 6 hari"
"BDO20631","Kab. Tasikmalaya","Gunung Tanjung","JNE Reguler",16000,"3 - 6 hari"
"BDO20632","Kab. Tasikmalaya","Jatiwaras","JNE Reguler",16000,"3 - 6 hari"
"BDO20633","Kab. Tasikmalaya","Karangjaya","JNE Reguler",16000,"3 - 6 hari"
"BDO20634","Kab. Tasikmalaya","Padakembang","JNE Reguler",16000,"3 - 6 hari"
"BDO20635","Kab. Tasikmalaya","Pagerageung","JNE Reguler",16000,"3 - 6 hari"
"BDO20636","Kab. Tasikmalaya","Parungponteng","JNE Reguler",16000,"3 - 6 hari"
"BDO20637","Kab. Tasikmalaya","Puspahiang","JNE Reguler",16000,"3 - 6 hari"
"BDO20638","Kab. Tasikmalaya","Sukaratu","JNE Reguler",16000,"3 - 6 hari"
"BDO20639","Kab. Tasikmalaya","Sukaresik","JNE Reguler",16000,"3 - 6 hari"
"BDO20640","Kab. Tasikmalaya","Tanjungjaya","JNE Reguler",16000,"3 - 6 hari"
"BDO20642","Kab. Tasikmalaya","Sukahening","JNE Reguler",16000,"3 - 6 hari"
"BDO20700","Kab. Garut","Garut, Kab. Garut","JNE Reguler",13000,"2 - 3 hari"
"BDO20701","Kab. Garut","Banjarwangi","JNE Reguler",16000,"3 - 6 hari"
"BDO20702","Kab. Garut","Banyuresmi","JNE Reguler",16000,"3 - 6 hari"
"BDO20703","Kab. Garut","Bayongbong","JNE Reguler",16000,"3 - 6 hari"
"BDO20704","Kab. Garut","Balubur Limbangan","JNE Reguler",16000,"3 - 6 hari"
"BDO20705","Kab. Garut","Bungbulang","JNE Reguler",16000,"3 - 6 hari"
"BDO20706","Kab. Garut","Cibatu","JNE Reguler",16000,"3 - 6 hari"
"BDO20707","Kab. Garut","Cibalong","JNE Reguler",16000,"3 - 6 hari"
"BDO20708","Kab. Garut","Cibiuk","JNE Reguler",16000,"3 - 6 hari"
"BDO20709","Kab. Garut","Cikelet","JNE Reguler",16000,"3 - 6 hari"
"BDO20710","Kab. Garut","Cikajang","JNE Reguler",16000,"3 - 6 hari"
"BDO20711","Kab. Garut","Cilawu","JNE Reguler",16000,"3 - 6 hari"
"BDO20712","Kab. Garut","Cisompet","JNE Reguler",16000,"3 - 6 hari"
"BDO20713","Kab. Garut","Cisurupan","JNE Reguler",16000,"3 - 6 hari"
"BDO20714","Kab. Garut","Cisewu","JNE Reguler",16000,"3 - 6 hari"
"BDO20715","Kab. Garut","Kadungora","JNE Reguler",16000,"3 - 6 hari"
"BDO20716","Kab. Garut","Karangpawitan","JNE Reguler",16000,"3 - 6 hari"
"BDO20717","Kab. Garut","Leles","JNE Reguler",16000,"3 - 6 hari"
"BDO20718","Kab. Garut","Leuwigoong","JNE Reguler",16000,"3 - 6 hari"
"BDO20719","Kab. Garut","Malangbong","JNE Reguler",16000,"3 - 6 hari"
"BDO20720","Kab. Garut","Pakenjeng","JNE Reguler",16000,"3 - 6 hari"
"BDO20721","Kab. Garut","Pameungpeuk","JNE Reguler",16000,"3 - 6 hari"
"BDO20722","Kab. Garut","Pamulihan","JNE Reguler",16000,"3 - 6 hari"
"BDO20723","Kab. Garut","Peundeuy","JNE Reguler",16000,"3 - 6 hari"
"BDO20724","Kab. Garut","Samarang","JNE Reguler",16000,"3 - 6 hari"
"BDO20725","Kab. Garut","Selaawi","JNE Reguler",16000,"3 - 6 hari"
"BDO20726","Kab. Garut","Singajaya","JNE Reguler",16000,"3 - 6 hari"
"BDO20727","Kab. Garut","Sukawening","JNE Reguler",16000,"3 - 6 hari"
"BDO20728","Kab. Garut","Talegong","JNE Reguler",16000,"3 - 6 hari"
"BDO20730","Kab. Garut","Wanaraja","JNE Reguler",16000,"3 - 6 hari"
"BDO20734","Kab. Garut","Caringin","JNE Reguler",16000,"3 - 6 hari"
"BDO20735","Kab. Garut","Karangtengah","JNE Reguler",16000,"3 - 6 hari"
"BDO20736","Kab. Garut","Sukaresmi","JNE Reguler",16000,"3 - 6 hari"
"BDO20737","Kab. Garut","Cigedug","JNE Reguler",16000,"3 - 6 hari"
"BDO20738","Kab. Garut","Cihurip","JNE Reguler",16000,"3 - 6 hari"
"BDO20739","Kab. Garut","Kersamanah","JNE Reguler",16000,"3 - 6 hari"
"BDO20740","Kab. Garut","Mekarmukti","JNE Reguler",16000,"3 - 6 hari"
"BDO20741","Kab. Garut","Pangatikan","JNE Reguler",16000,"3 - 6 hari"
"BDO20742","Kab. Garut","Pasirwangi","JNE Reguler",16000,"3 - 6 hari"
"BDO20743","Kab. Garut","Sucinaraja","JNE Reguler",16000,"3 - 6 hari"
"BDO20744","Kab. Garut","Tarogong Kaler","JNE Reguler",16000,"3 - 6 hari"
"BDO20745","Kab. Garut","Tarogong Kidul","JNE Reguler",16000,"3 - 6 hari"
"BDO20746","Kab. Garut","Garut Kota","JNE Reguler",13000,"2 - 3 hari"
"BDO20800","Kab. Purwakarta","Purwakarta","JNE Reguler",13000,"2 - 3 hari"
"BDO20801","Kab. Purwakarta","Jatiluhur","JNE Reguler",16000,"3 - 6 hari"
"BDO20802","Kab. Purwakarta","Campaka","JNE Reguler",16000,"3 - 6 hari"
"BDO20803","Kab. Purwakarta","Pasawahan","JNE Reguler",16000,"3 - 6 hari"
"BDO20804","Kab. Purwakarta","Babakancikao","JNE Reguler",16000,"3 - 6 hari"
"BDO20805","Kab. Purwakarta","Bungursari","JNE Reguler",16000,"3 - 6 hari"
"BDO20806","Kab. Purwakarta","Cibatu","JNE Reguler",16000,"3 - 6 hari"
"BDO20807","Kab. Purwakarta","Plered","JNE Reguler",16000,"3 - 6 hari"
"BDO20808","Kab. Purwakarta","Sukatani","JNE Reguler",16000,"3 - 6 hari"
"BDO20809","Kab. Purwakarta","Darangdan","JNE Reguler",16000,"3 - 6 hari"
"BDO20810","Kab. Purwakarta","Maniis","JNE Reguler",16000,"3 - 6 hari"
"BDO20811","Kab. Purwakarta","Tegalwaru","JNE Reguler",16000,"3 - 6 hari"
"BDO20812","Kab. Purwakarta","Wanayasa","JNE Reguler",16000,"3 - 6 hari"
"BDO20813","Kab. Purwakarta","Sukasari","JNE Reguler",16000,"3 - 6 hari"
"BDO20814","Kab. Purwakarta","Pondoksalam","JNE Reguler",16000,"3 - 6 hari"
"BDO20820","Kab. Purwakarta","Bojong","JNE Reguler",16000,"3 - 6 hari"
"BDO20821","Kab. Purwakarta","Kiarapedes","JNE Reguler",16000,"3 - 6 hari"
"BDO21000","Kab. Bandung Barat","Ngamprah","JNE Reguler",10000,"1 - 2 hari"
"BDO21001","Kab. Bandung Barat","Lembang","JNE Reguler",10000,"1 - 2 hari"
"BDO21002","Kab. Bandung Barat","Batujajar","JNE Reguler",16000,"3 - 6 hari"
"BDO21003","Kab. Bandung Barat","Cikalong Wetan","JNE Reguler",16000,"3 - 6 hari"
"BDO21004","Kab. Bandung Barat","Cililin","JNE Reguler",16000,"3 - 6 hari"
"BDO21005","Kab. Bandung Barat","Cipeundeuy","JNE Reguler",16000,"3 - 6 hari"
"BDO21006","Kab. Bandung Barat","Cipatat","JNE Reguler",16000,"3 - 6 hari"
"BDO21007","Kab. Bandung Barat","Cipongkor","JNE Reguler",16000,"3 - 6 hari"
"BDO21008","Kab. Bandung Barat","Cisarua","JNE Reguler",16000,"3 - 6 hari"
"BDO21009","Kab. Bandung Barat","Gununghalu","JNE Reguler",16000,"3 - 6 hari"
"BDO21010","Kab. Bandung Barat","Padalarang","JNE Reguler",16000,"3 - 6 hari"
"BDO21011","Kab. Bandung Barat","Sindangkerta","JNE Reguler",16000,"3 - 6 hari"
"BDO21012","Kab. Bandung Barat","Cihampelas","JNE Reguler",16000,"3 - 6 hari"
"BDO21013","Kab. Bandung Barat","Parongpong","JNE Reguler",16000,"3 - 6 hari"
"BDO21014","Kab. Bandung Barat","Rongga","JNE Reguler",16000,"3 - 6 hari"
"BDO21015","Kab. Bandung Barat","Cimareme","JNE Reguler",10000,"1 - 2 hari"
"BDO21100","Kab. Subang","Subang","JNE Reguler",13000,"2 - 3 hari"
"BDO21101","Kab. Subang","Cipeundeuy","JNE Reguler",16000,"3 - 6 hari"
"BDO21102","Kab. Subang","Binong","JNE Reguler",16000,"3 - 6 hari"
"BDO21103","Kab. Subang","Blanakan","JNE Reguler",16000,"3 - 6 hari"
"BDO21104","Kab. Subang","Ciasem","JNE Reguler",16000,"3 - 6 hari"
"BDO21105","Kab. Subang","Cibogo","JNE Reguler",16000,"3 - 6 hari"
"BDO21106","Kab. Subang","Cijambe","JNE Reguler",16000,"3 - 6 hari"
"BDO21107","Kab. Subang","Cisalak","JNE Reguler",16000,"3 - 6 hari"
"BDO21108","Kab. Subang","Compreng","JNE Reguler",16000,"3 - 6 hari"
"BDO21109","Kab. Subang","Jalan Cagak","JNE Reguler",16000,"3 - 6 hari"
"BDO21110","Kab. Subang","Kalijati","JNE Reguler",16000,"3 - 6 hari"
"BDO21111","Kab. Subang","Pabuaran","JNE Reguler",16000,"3 - 6 hari"
"BDO21113","Kab. Subang","Pamanukan","JNE Reguler",16000,"3 - 6 hari"
"BDO21114","Kab. Subang","Patok Beusi","JNE Reguler",16000,"3 - 6 hari"
"BDO21115","Kab. Subang","Purwadadi","JNE Reguler",16000,"3 - 6 hari"
"BDO21116","Kab. Subang","Pusakanagara","JNE Reguler",16000,"3 - 6 hari"
"BDO21117","Kab. Subang","Sagalaherang","JNE Reguler",16000,"3 - 6 hari"
"BDO21118","Kab. Subang","Tanjung Siang","JNE Reguler",16000,"3 - 6 hari"
"BDO21119","Kab. Subang","Cikaum","JNE Reguler",16000,"3 - 6 hari"
"BDO21120","Kab. Subang","Cipunagara","JNE Reguler",16000,"3 - 6 hari"
"BDO21121","Kab. Subang","Legon Kulon","JNE Reguler",16000,"3 - 6 hari"
"BDO21122","Kab. Subang","Pagaden","JNE Reguler",16000,"3 - 6 hari"
"BKI10000","Kota Bekasi","Bekasi","JNE Reguler",8000,"1 - 2 hari"
"BKI10002","Kota Bekasi","Bantar Gebang","JNE Reguler",8000,"1 - 2 hari"
"BKI10039","Kota Bekasi","Bekasi Barat","JNE Reguler",8000,"1 - 2 hari"
"BKI10040","Kota Bekasi","Bekasi Selatan","JNE Reguler",8000,"1 - 2 hari"
