code,city,area,provider,cost,remarks
AMI10000,Kota Mataram,Mataram,JNE OKE,22000,2 - 3 hari
AMI10011,Kota Mataram,Ampenan,JNE OKE,22000,2 - 3 hari
AMI10012,Kota Mataram,Cakranegara,JNE OKE,22000,2 - 3 hari
AMI20100,Kota Bima,Bima,JNE OKE,30000,3 - 6 hari
AMI20111,Kota Bima,Asakota,JNE OKE,30000,3 - 6 hari
AMI20112,Kota Bima,Rasanae Barat,JNE OKE,30000,3 - 6 hari
AMI20113,Kota Bima,Rasanae Timur,JNE OKE,30000,3 - 6 hari
AMI20114,Kota Bima,Raba,JNE OKE,30000,3 - 6 hari
AMI20115,Kota Bima,Mpunda,JNE OKE,30000,3 - 6 hari
AMI20200,Kab. Dompu,Dompu,JNE OKE,30000,3 - 6 hari
AMI20201,Kab. Dompu,Hu'u,JNE OKE,-,- hari
AMI20202,Kab. Dompu,Kempo,JNE OKE,-,- hari
AMI20203,Kab. Dompu,Kilo,JNE OKE,-,- hari
AMI20204,Kab. Dompu,Pajo,JNE OKE,-,- hari
AMI20205,Kab. Dompu,Pekat,JNE OKE,-,- hari
AMI20206,Kab. Dompu,Woja,JNE OKE,38000,4 - 7 hari
AMI20207,Kab. Dompu,Manggelewa,JNE OKE,38000,4 - 7 hari
AMI20300,Kab. Lombok Tengah,Praya,JNE OKE,30000,3 - 6 hari
AMI20301,Kab. Lombok Tengah,Batukliang,JNE OKE,38000,4 - 7 hari
AMI20302,Kab. Lombok Tengah,Janapria,JNE OKE,38000,4 - 7 hari
AMI20303,Kab. Lombok Tengah,Jonggat,JNE OKE,38000,4 - 7 hari
AMI20304,Kab. Lombok Tengah,Kopang,JNE OKE,38000,4 - 7 hari
AMI20305,Kab. Lombok Tengah,Praya Barat,JNE OKE,30000,3 - 6 hari
AMI20306,Kab. Lombok Tengah,Praya Timur,JNE OKE,30000,3 - 6 hari
AMI20307,Kab. Lombok Tengah,Pringgarata,JNE OKE,38000,4 - 7 hari
AMI20308,Kab. Lombok Tengah,Pujut,JNE OKE,38000,4 - 7 hari
AMI20310,Kab. Lombok Tengah,Batukliang Utara,JNE OKE,38000,4 - 7 hari
AMI20311,Kab. Lombok Tengah,Praya Barat Daya,JNE OKE,30000,3 - 6 hari
AMI20312,Kab. Lombok Tengah,Praya Tengah,JNE OKE,30000,3 - 6 hari
AMI20400,Kab. Lombok Timur,Selong,JNE OKE,30000,3 - 6 hari
AMI20401,Kab. Lombok Timur,Aikmel,JNE OKE,38000,4 - 7 hari
AMI20402,Kab. Lombok Timur,Keruak,JNE OKE,38000,4 - 7 hari
AMI20403,Kab. Lombok Timur,Mas Bagik,JNE OKE,38000,4 - 7 hari
AMI20404,Kab. Lombok Timur,Pringgabaya,JNE OKE,-,- hari
AMI20405,Kab. Lombok Timur,Sakra,JNE OKE,38000,4 - 7 hari
AMI20406,Kab. Lombok Timur,Sambelia,JNE OKE,-,- hari
AMI20407,Kab. Lombok Timur,Sikur,JNE OKE,38000,4 - 7 hari
AMI20408,Kab. Lombok Timur,Sukamulia,JNE OKE,38000,4 - 7 hari
AMI20409,Kab. Lombok Timur,Terara,JNE OKE,38000,4 - 7 hari
AMI20411,Kab. Lombok Timur,Jerowaru,JNE OKE,38000,4 - 7 hari
AMI20413,Kab. Lombok Timur,Montong Gading,JNE OKE,38000,4 - 7 hari
AMI20414,Kab. Lombok Timur,Pringgasela,JNE OKE,38000,4 - 7 hari
AMI20415,Kab. Lombok Timur,Sakra Barat,JNE OKE,38000,4 - 7 hari
AMI20416,Kab. Lombok Timur,Sakra Timur,JNE OKE,38000,4 - 7 hari
AMI20417,Kab. Lombok Timur,Sembalun,JNE OKE,-,- hari
AMI20418,Kab. Lombok Timur,Suela,JNE OKE,38000,4 - 7 hari
AMI20419,Kab. Lombok Timur,Suralaga,JNE OKE,38000,4 - 7 hari
AMI20420,Kab. Lombok Timur,Wanasaba,JNE OKE,38000,4 - 7 hari
AMI20421,Kab. Lombok Timur,Labuhan Haji,JNE OKE,38000,4 - 7 hari
AMI20500,Kab. Sumbawa,Sumbawa Besar,JNE OKE,30000,3 - 6 hari
AMI20501,Kab. Sumbawa,Alas,JNE OKE,38000,4 - 7 hari
AMI20502,Kab. Sumbawa,Batu Lanteh,JNE OKE,-,- hari
AMI20503,Kab. Sumbawa,Empang,JNE OKE,38000,4 - 7 hari
AMI20505,Kab. Sumbawa,Lape-Lopok,JNE OKE,38000,4 - 7 hari
AMI20506,Kab. Sumbawa,Lunyuk,JNE OKE,-,- hari
AMI20507,Kab. Sumbawa,Moyohilir,JNE OKE,38000,4 - 7 hari
AMI20508,Kab. Sumbawa,Moyohulu,JNE OKE,38000,4 - 7 hari
AMI20509,Kab. Sumbawa,Plampang,JNE OKE,38000,4 - 7 hari
AMI20510,Kab. Sumbawa,Ropang,JNE OKE,-,- hari
AMI20513,Kab. Sumbawa,Utan-Rhee,JNE OKE,38000,4 - 7 hari
AMI20514,Kab. Sumbawa,Alas Barat,JNE OKE,38000,4 - 7 hari
AMI20515,Kab. Sumbawa,Labangka,JNE OKE,-,- hari
AMI20516,Kab. Sumbawa,Labuhan Badas,JNE OKE,38000,4 - 7 hari
AMI20517,Kab. Sumbawa,Sumbawa,JNE OKE,30000,3 - 6 hari
AMI20800,Kab. Lombok Barat,Gerung,JNE OKE,30000,3 - 6 hari
AMI20801,Kab. Lombok Barat,Bayan,JNE OKE,-,- hari
AMI20802,Kab. Lombok Barat,Gangga,JNE OKE,-,- hari
AMI20803,Kab. Lombok Barat,Kediri,JNE OKE,38000,4 - 7 hari
AMI20804,Kab. Lombok Barat,Labu Api,JNE OKE,38000,4 - 7 hari
AMI20805,Kab. Lombok Barat,Narmada,JNE OKE,38000,4 - 7 hari
AMI20806,Kab. Lombok Barat,Sekotong Tengah,JNE OKE,-,- hari
AMI20807,Kab. Lombok Barat,Tanjung,JNE OKE,38000,4 - 7 hari
AMI20808,Kab. Lombok Barat,Batu Layar,JNE OKE,38000,4 - 7 hari
AMI20809,Kab. Lombok Barat,Gunung Sari,JNE OKE,38000,4 - 7 hari
AMI20810,Kab. Lombok Barat,Kayangan,JNE OKE,-,- hari
AMI20811,Kab. Lombok Barat,Kuripan,JNE OKE,38000,4 - 7 hari
AMI20812,Kab. Lombok Barat,Lembar,JNE OKE,38000,4 - 7 hari
AMI20813,Kab. Lombok Barat,Lingsar,JNE OKE,38000,4 - 7 hari
AMI20814,Kab. Lombok Barat,Pemenang,JNE OKE,-,- hari
AMI20900,Kab. Sumbawa Barat,Taliwang,JNE OKE,30000,3 - 6 hari
AMI20901,Kab. Sumbawa Barat,Jereweh,JNE OKE,38000,4 - 7 hari
AMI20902,Kab. Sumbawa Barat,Seteluk,JNE OKE,-,- hari
AMI20903,Kab. Sumbawa Barat,Sekongkang,JNE OKE,38000,4 - 7 hari
AMI20904,Kab. Sumbawa Barat,Brang Rea,JNE OKE,38000,4 - 7 hari
AMI21100,Kab. Bima,Woha,JNE OKE,30000,3 - 6 hari
AMI21101,Kab. Bima,Ambalawi,JNE OKE,-,- hari
AMI21102,Kab. Bima,Belo,JNE OKE,38000,4 - 7 hari
AMI21103,Kab. Bima,Bolo,JNE OKE,38000,4 - 7 hari
AMI21104,Kab. Bima,Donggo,JNE OKE,38000,4 - 7 hari
AMI21105,Kab. Bima,Lambu,JNE OKE,38000,4 - 7 hari
AMI21106,Kab. Bima,Langgudu,JNE OKE,-,- hari
AMI21107,Kab. Bima,Mada Pangga,JNE OKE,38000,4 - 7 hari
AMI21108,Kab. Bima,Monta,JNE OKE,38000,4 - 7 hari
AMI21109,Kab. Bima,Sanggar,JNE OKE,-,- hari
AMI21110,Kab. Bima,Sape,JNE OKE,38000,4 - 7 hari
AMI21111,Kab. Bima,Tambora,JNE OKE,-,- hari
AMI21112,Kab. Bima,Wawo,JNE OKE,38000,4 - 7 hari
AMI21113,Kab. Bima,Wera,JNE OKE,38000,4 - 7 hari
AMQ10000,Kota Ambon,Ambon,JNE OKE,45000,3 - 5 hari
AMQ10005,Kota Ambon,Nusaniwe,JNE OKE,45000,3 - 5 hari
AMQ10006,Kota Ambon,Sirimau,JNE OKE,45000,3 - 5 hari
AMQ10007,Kota Ambon,Teluk Ambon Baguala,JNE OKE,45000,3 - 5 hari
AMQ10008,Kota Ambon,Teluk Ambon,JNE OKE,45000,3 - 5 hari
AMQ10009,Kota Ambon,Leitimur Selatan,JNE OKE,45000,3 - 5 hari
AMQ20100,Kab. Maluku Tengah,Kota Masohi,JNE OKE,73000,5 - 7 hari
AMQ20101,Kab. Maluku Tengah,Banda,JNE OKE,-,- hari
AMQ20107,Kab. Maluku Tengah,Leihitu,JNE OKE,-,- hari
AMQ20108,Kab. Maluku Tengah,Pulau Haruku,JNE OKE,-,- hari
AMQ20110,Kab. Maluku Tengah,Sala Hutu,JNE OKE,92000,6 - 8 hari
AMQ20113,Kab. Maluku Tengah,Seram Utara,JNE OKE,-,- hari
AMQ20115,Kab. Maluku Tengah,Tehoru,JNE OKE,-,- hari
AMQ20116,Kab. Maluku Tengah,Teon Nila Serua,JNE OKE,-,- hari
AMQ20118,Kab. Maluku Tengah,Amahai,JNE OKE,-,- hari
AMQ20119,Kab. Maluku Tengah,Nusa Laut,JNE OKE,-,- hari
AMQ20121,Kab. Maluku Tengah,Saparua,JNE OKE,-,- hari
AMQ20200,Kab. Maluku Tenggara,Tual,JNE OKE,73000,5 - 7 hari
AMQ20201,Kab. Maluku Tenggara,Kei Besar,JNE OKE,-,- hari
AMQ20208,Kab. Maluku Tenggara,Kei Besar Selatan,JNE OKE,-,- hari
AMQ20209,Kab. Maluku Tenggara,Kei Besar Utara Timur,JNE OKE,-,- hari
AMQ20210,Kab. Maluku Tenggara,Kei Kecil,JNE OKE,-,- hari
AMQ20211,Kab. Maluku Tenggara,Pulau-Pulau Kur,JNE OKE,-,- hari
AMQ20300,Kab. Buru,Namlea,JNE OKE,73000,5 - 7 hari
AMQ20301,Kab. Buru,Air Buaya / Buru Utara Barat,JNE OKE,-,- hari
AMQ20302,Kab. Buru,Leksula / Buru Selatan,JNE OKE,-,- hari
AMQ20303,Kab. Buru,Waesama,JNE OKE,-,- hari
AMQ20304,Kab. Buru,Wayapo / Buru Utara Timur,JNE OKE,-,- hari
AMQ20400,Kab. Kepulauan Aru,Dobo,JNE OKE,-,- hari
AMQ20401,Kab. Kepulauan Aru,Pulau-Pulau Aru,JNE OKE,-,- hari
AMQ20402,Kab. Kepulauan Aru,Pulau-Pulau Aru Selatan,JNE OKE,-,- hari
AMQ20403,Kab. Kepulauan Aru,Pulau-Pulau Aru Tengah,JNE OKE,-,- hari
AMQ20600,Kab. Seram Bagian Barat,Piru,JNE OKE,-,- hari
AMQ20601,Kab. Seram Bagian Barat,Kairatu,JNE OKE,-,- hari
AMQ20602,Kab. Seram Bagian Barat,Seram Barat,JNE OKE,-,- hari
AMQ20603,Kab. Seram Bagian Barat,Taniwel,JNE OKE,-,- hari
AMQ20604,Kab. Seram Bagian Barat,Waisala,JNE OKE,-,- hari
AMQ20700,Kab. Seram Bagian Timur,Dataran Hunimoa,JNE OKE,-,- hari
AMQ20701,Kab. Seram Bagian Timur,Bula,JNE OKE,-,- hari
AMQ20702,Kab. Seram Bagian Timur,Pulau-Pulau Gorong,JNE OKE,-,- hari
AMQ20703,Kab. Seram Bagian Timur,Seram Timur,JNE OKE,-,- hari
AMQ20704,Kab. Seram Bagian Timur,Werinama,JNE OKE,-,- hari
AMQ20800,Kab. Maluku Tenggara Barat,Saumlaki,JNE OKE,73000,5 - 7 hari
AMQ20801,Kab. Maluku Tenggara Barat,Damer,JNE OKE,-,- hari
AMQ20802,Kab. Maluku Tenggara Barat,Kormomolin,JNE OKE,-,- hari
AMQ20803,Kab. Maluku Tenggara Barat,Luser,JNE OKE,-,- hari
AMQ20804,Kab. Maluku Tenggara Barat,Mola,JNE OKE,-,- hari
AMQ20805,Kab. Maluku Tenggara Barat,Nirunmas,JNE OKE,-,- hari
AMQ20806,Kab. Maluku Tenggara Barat,Pulau-Pulau Babar,JNE OKE,-,- hari
AMQ20807,Kab. Maluku Tenggara Barat,Pulau-Pulau Babar Timur,JNE OKE,-,- hari
AMQ20808,Kab. Maluku Tenggara Barat,Pulau-Pulau Letimoa Lakor,JNE OKE,-,- hari
AMQ20809,Kab. Maluku Tenggara Barat,Pulau-Pulau Terselatan,JNE OKE,-,- hari
AMQ20810,Kab. Maluku Tenggara Barat,Pulau-Pulau Wetar,JNE OKE,-,- hari
AMQ20811,Kab. Maluku Tenggara Barat,Selaru,JNE OKE,-,- hari
AMQ20812,Kab. Maluku Tenggara Barat,Tanimbar Selatan,JNE OKE,-,- hari
AMQ20813,Kab. Maluku Tenggara Barat,Tanimbar Utara,JNE OKE,-,- hari
AMQ20814,Kab. Maluku Tenggara Barat,Wer Makatian,JNE OKE,-,- hari
AMQ20815,Kab. Maluku Tenggara Barat,Wertamrian,JNE OKE,-,- hari
AMQ20816,Kab. Maluku Tenggara Barat,Wuarlabobar,JNE OKE,-,- hari
AMQ20817,Kab. Maluku Tenggara Barat,Yaru,JNE OKE,-,- hari
AMQ20818,Kab. Maluku Tenggara Barat,Serwaru,JNE OKE,-,- hari
BDJ10000,Kota Banjarmasin,Banjarmasin,JNE OKE,26000,3 - 5 hari
BDJ10001,Kota Banjarmasin,Banjarmasin Barat,JNE OKE,26000,3 - 5 hari
BDJ10002,Kota Banjarmasin,Banjarmasin Selatan,JNE OKE,26000,3 - 5 hari
BDJ10003,Kota Banjarmasin,Banjarmasin Tengah,JNE OKE,26000,3 - 5 hari
BDJ10004,Kota Banjarmasin,Banjarmasin Timur,JNE OKE,26000,3 - 5 hari
BDJ10005,Kota Banjarmasin,Banjarmasin Utara,JNE OKE,26000,3 - 5 hari
BDJ10100,Kab. Hulu Sungai Tengah,Barabai,JNE OKE,36000,5 - 7 hari
BDJ10101,Kab. Hulu Sungai Tengah,Batang Alai Selatan,JNE OKE,45000,6 - 8 hari
BDJ10102,Kab. Hulu Sungai Tengah,Batu Benawa,JNE OKE,45000,6 - 8 hari
BDJ10103,Kab. Hulu Sungai Tengah,Batang Alai Utara,JNE OKE,45000,6 - 8 hari
BDJ10104,Kab. Hulu Sungai Tengah,Haruyan,JNE OKE,45000,6 - 8 hari
BDJ10105,Kab. Hulu Sungai Tengah,Labuan Amas Selatan,JNE OKE,45000,6 - 8 hari
BDJ10106,Kab. Hulu Sungai Tengah,Labuan Amas Utara,JNE OKE,45000,6 - 8 hari
BDJ10107,Kab. Hulu Sungai Tengah,Pandawan,JNE OKE,45000,6 - 8 hari
BDJ10108,Kab. Hulu Sungai Tengah,Batang Alai Tengah,JNE OKE,45000,6 - 8 hari
BDJ10109,Kab. Hulu Sungai Tengah,Hantakan,JNE OKE,45000,6 - 8 hari
BDJ10200,Kab. Hulu Sungai Selatan,Kandangan,JNE OKE,36000,5 - 7 hari
BDJ10201,Kab. Hulu Sungai Selatan,Angkinang,JNE OKE,45000,6 - 8 hari
BDJ10202,Kab. Hulu Sungai Selatan,Daha Selatan,JNE OKE,45000,6 - 8 hari
BDJ10203,Kab. Hulu Sungai Selatan,Daha Utara,JNE OKE,45000,6 - 8 hari
BDJ10204,Kab. Hulu Sungai Selatan,Kalumpang,JNE OKE,45000,6 - 8 hari
BDJ10205,Kab. Hulu Sungai Selatan,Loksado,JNE OKE,45000,6 - 8 hari
BDJ10206,Kab. Hulu Sungai Selatan,Padang Batung,JNE OKE,45000,6 - 8 hari
BDJ10207,Kab. Hulu Sungai Selatan,Simpur,JNE OKE,45000,6 - 8 hari
BDJ10208,Kab. Hulu Sungai Selatan,Sungai Raya,JNE OKE,45000,6 - 8 hari
BDJ10209,Kab. Hulu Sungai Selatan,Telaga Langsat,JNE OKE,45000,6 - 8 hari
BDJ10210,Kab. Hulu Sungai Selatan,Daha Barat,JNE OKE,45000,6 - 8 hari
BDJ10300,Kab. Kota Baru,Kota Baru,JNE OKE,36000,5 - 7 hari
BDJ10302,Kab. Kota Baru,Hampang,JNE OKE,45000,6 - 8 hari
BDJ10303,Kab. Kota Baru,Kelumpang Utara,JNE OKE,45000,6 - 8 hari
BDJ10304,Kab. Kota Baru,Kelumpang Tengah,JNE OKE,45000,6 - 8 hari
BDJ10305,Kab. Kota Baru,Kelumpang Hulu,JNE OKE,45000,6 - 8 hari
BDJ10306,Kab. Kota Baru,Kelumpang Selatan,JNE OKE,45000,6 - 8 hari
BDJ10309,Kab. Kota Baru,Pamukan Utara,JNE OKE,45000,6 - 8 hari
BDJ10310,Kab. Kota Baru,Pamukan Selatan,JNE OKE,45000,6 - 8 hari
BDJ10311,Kab. Kota Baru,Pulau Laut Selatan,JNE OKE,45000,6 - 8 hari
BDJ10312,Kab. Kota Baru,Pulau Laut Barat,JNE OKE,45000,6 - 8 hari
BDJ10313,Kab. Kota Baru,Pulau Laut Timur,JNE OKE,45000,6 - 8 hari
BDJ10314,Kab. Kota Baru,Pulau Sembilan,JNE OKE,45000,6 - 8 hari
BDJ10315,Kab. Kota Baru,Pulau Sebuku,JNE OKE,45000,6 - 8 hari
BDJ10316,Kab. Kota Baru,Sampanahan,JNE OKE,45000,6 - 8 hari
BDJ10318,Kab. Kota Baru,Sungai Durian,JNE OKE,45000,6 - 8 hari
BDJ10319,Kab. Kota Baru,Pulau Laut Utara,JNE OKE,45000,6 - 8 hari
BDJ10400,Kab. Tabalong,Tanjung,JNE OKE,36000,5 - 7 hari
BDJ10401,Kab. Tabalong,Banua Lawas,JNE OKE,45000,6 - 8 hari
BDJ10402,Kab. Tabalong,Haruai,JNE OKE,45000,6 - 8 hari
BDJ10403,Kab. Tabalong,Jaro,JNE OKE,45000,6 - 8 hari
BDJ10404,Kab. Tabalong,Kelua,JNE OKE,45000,6 - 8 hari
BDJ10405,Kab. Tabalong,Muara Harus,JNE OKE,45000,6 - 8 hari
BDJ10406,Kab. Tabalong,Muara Uya,JNE OKE,45000,6 - 8 hari
BDJ10407,Kab. Tabalong,Murung Pudak,JNE OKE,45000,6 - 8 hari
BDJ10408,Kab. Tabalong,Pugaan,JNE OKE,45000,6 - 8 hari
BDJ10409,Kab. Tabalong,Tanta,JNE OKE,45000,6 - 8 hari
BDJ10410,Kab. Tabalong,Upau,JNE OKE,45000,6 - 8 hari
BDJ10412,Kab. Tabalong,Bintang Ara,JNE OKE,45000,6 - 8 hari
BDJ10500,Kota Banjarbaru,BanjarBaru,JNE OKE,26000,3 - 5 hari
BDJ10501,Kota Banjarbaru,Cempaka,JNE OKE,26000,3 - 5 hari
BDJ10502,Kota Banjarbaru,Landasan Ulin,JNE OKE,26000,3 - 5 hari
BDJ20100,Kab. Hulu Sungai Utara,Amuntai,JNE OKE,36000,5 - 7 hari
BDJ20101,Kab. Hulu Sungai Utara,Amuntai Utara,JNE OKE,36000,5 - 7 hari
BDJ20102,Kab. Hulu Sungai Utara,Amuntai Selatan,JNE OKE,36000,5 - 7 hari
BDJ20104,Kab. Hulu Sungai Utara,Babirik,JNE OKE,45000,6 - 8 hari
BDJ20106,Kab. Hulu Sungai Utara,Danau Panggang,JNE OKE,45000,6 - 8 hari
BDJ20111,Kab. Hulu Sungai Utara,Sungai Pandan,JNE OKE,45000,6 - 8 hari
BDJ20112,Kab. Hulu Sungai Utara,Amuntai Tengah,JNE OKE,36000,5 - 7 hari
BDJ20113,Kab. Hulu Sungai Utara,Banjang,JNE OKE,45000,6 - 8 hari
BDJ20200,Kab. Barito Kuala,Marabahan,JNE OKE,36000,5 - 7 hari
BDJ20201,Kab. Barito Kuala,Alalak,JNE OKE,45000,6 - 8 hari
BDJ20202,Kab. Barito Kuala,Anjir Pasar,JNE OKE,45000,6 - 8 hari
BDJ20203,Kab. Barito Kuala,Anjir Muara,JNE OKE,45000,6 - 8 hari
BDJ20204,Kab. Barito Kuala,Barambai,JNE OKE,45000,6 - 8 hari
BDJ20205,Kab. Barito Kuala,Belawang,JNE OKE,45000,6 - 8 hari
BDJ20206,Kab. Barito Kuala,Cerbon,JNE OKE,45000,6 - 8 hari
BDJ20207,Kab. Barito Kuala,Kuripan,JNE OKE,45000,6 - 8 hari
BDJ20208,Kab. Barito Kuala,Mandastana,JNE OKE,45000,6 - 8 hari
BDJ20209,Kab. Barito Kuala,Mekar Sari,JNE OKE,45000,6 - 8 hari
BDJ20210,Kab. Barito Kuala,Rantau Badauh,JNE OKE,45000,6 - 8 hari
BDJ20211,Kab. Barito Kuala,Tabunganen,JNE OKE,45000,6 - 8 hari
BDJ20212,Kab. Barito Kuala,Tabukan,JNE OKE,45000,6 - 8 hari
BDJ20213,Kab. Barito Kuala,Tamban,JNE OKE,45000,6 - 8 hari
BDJ20214,Kab. Barito Kuala,Bakumpai,JNE OKE,45000,6 - 8 hari
BDJ20215,Kab. Barito Kuala,Wanaraya,JNE OKE,45000,6 - 8 hari
BDJ20300,Kab. Banjar,Martapura,JNE OKE,36000,5 - 7 hari
BDJ20301,Kab. Banjar,Aluh Aluh,JNE OKE,45000,6 - 8 hari
BDJ20302,Kab. Banjar,Astambul,JNE OKE,45000,6 - 8 hari
BDJ20303,Kab. Banjar,Gambut,JNE OKE,45000,6 - 8 hari
BDJ20304,Kab. Banjar,Karang Intan,JNE OKE,45000,6 - 8 hari
BDJ20305,Kab. Banjar,Kertak Hanyar,JNE OKE,45000,6 - 8 hari
BDJ20306,Kab. Banjar,Pengaron,JNE OKE,45000,6 - 8 hari
BDJ20307,Kab. Banjar,Simpang Empat,JNE OKE,45000,6 - 8 hari
BDJ20308,Kab. Banjar,Sungai Tabuk,JNE OKE,45000,6 - 8 hari
BDJ20309,Kab. Banjar,Sungai Pinang,JNE OKE,45000,6 - 8 hari
BDJ20310,Kab. Banjar,Aranio,JNE OKE,45000,6 - 8 hari
BDJ20311,Kab. Banjar,Mataraman,JNE OKE,45000,6 - 8 hari
BDJ20400,Kab. Tanah Laut,Pelaihari,JNE OKE,36000,5 - 7 hari
BDJ20401,Kab. Tanah Laut,Bati-Bati,JNE OKE,45000,6 - 8 hari
BDJ20402,Kab. Tanah Laut,Jorong,JNE OKE,45000,6 - 8 hari
BDJ20403,Kab. Tanah Laut,Kintap,JNE OKE,45000,6 - 8 hari
BDJ20404,Kab. Tanah Laut,Kurau,JNE OKE,45000,6 - 8 hari
BDJ20405,Kab. Tanah Laut,Panyipatan,JNE OKE,45000,6 - 8 hari
BDJ20406,Kab. Tanah Laut,Takisung,JNE OKE,45000,6 - 8 hari
BDJ20407,Kab. Tanah Laut,Batu Ampar,JNE OKE,45000,6 - 8 hari
BDJ20408,Kab. Tanah Laut,Tambang Ulang,JNE OKE,45000,6 - 8 hari
BDJ20500,Kab. Tampin,Rantau,JNE OKE,36000,5 - 7 hari
BDJ20501,Kab. Tampin,Bakarangan,JNE OKE,45000,6 - 8 hari
BDJ20502,Kab. Tampin,Binuang,JNE OKE,45000,6 - 8 hari
BDJ20503,Kab. Tampin,Bungur,JNE OKE,45000,6 - 8 hari
BDJ20504,Kab. Tampin,Candi Laras Utara,JNE OKE,45000,6 - 8 hari
BDJ20505,Kab. Tampin,Candi Laras Selatan,JNE OKE,45000,6 - 8 hari
BDJ20506,Kab. Tampin,Hatungun,JNE OKE,36000,5 - 7 hari
BDJ20507,Kab. Tampin,Lokpaikat,JNE OKE,45000,6 - 8 hari
BDJ20508,Kab. Tampin,Piani,JNE OKE,45000,6 - 8 hari
BDJ20509,Kab. Tampin,Salam Babaris,JNE OKE,36000,5 - 7 hari
BDJ20510,Kab. Tampin,Tapin Tengah,JNE OKE,36000,5 - 7 hari
BDJ20511,Kab. Tampin,Tapin Selatan,JNE OKE,36000,5 - 7 hari
BDJ20512,Kab. Tampin,Tapin Utara,JNE OKE,36000,5 - 7 hari
BDJ20700,Kab. Barito Utara,Muara Teweh,JNE OKE,36000,5 - 7 hari
BDJ20701,Kab. Barito Utara,Gunung Purei,JNE OKE,45000,6 - 8 hari
BDJ20702,Kab. Barito Utara,Gunung Timang,JNE OKE,45000,6 - 8 hari
BDJ20703,Kab. Barito Utara,Lahei,JNE OKE,45000,6 - 8 hari
BDJ20704,Kab. Barito Utara,Montalat,JNE OKE,45000,6 - 8 hari
BDJ20705,Kab. Barito Utara,Teweh Timur,JNE OKE,45000,6 - 8 hari
BDJ20706,Kab. Barito Utara,Teweh Tengah,JNE OKE,45000,6 - 8 hari
BDJ20800,Kab. Barito Timur,Tamiang Layang,JNE OKE,36000,5 - 7 hari
BDJ20801,Kab. Barito Timur,Awang,JNE OKE,45000,6 - 8 hari
BDJ20802,Kab. Barito Timur,Benua Lima,JNE OKE,45000,6 - 8 hari
BDJ20803,Kab. Barito Timur,Dusun Tengah,JNE OKE,45000,6 - 8 hari
BDJ20804,Kab. Barito Timur,Patangkep Tutui,JNE OKE,45000,6 - 8 hari
BDJ20805,Kab. Barito Timur,Pematang Karau,JNE OKE,45000,6 - 8 hari
BDJ20806,Kab. Barito Timur,Dusun Timur,JNE OKE,45000,6 - 8 hari
BDJ20900,Kab. Murung Raya,Puruk Cahu,JNE OKE,36000,5 - 7 hari
BDJ20901,Kab. Murung Raya,Laung Tuhup,JNE OKE,45000,6 - 8 hari
BDJ20902,Kab. Murung Raya,Permata Intan,JNE OKE,45000,6 - 8 hari
BDJ20903,Kab. Murung Raya,Sumber Barito,JNE OKE,45000,6 - 8 hari
BDJ20904,Kab. Murung Raya,Tanah Siang,JNE OKE,45000,6 - 8 hari
BDJ20905,Kab. Murung Raya,Murung,JNE OKE,45000,6 - 8 hari
BDJ21100,Kab. Barito Selatan,Buntok,JNE OKE,36000,5 - 7 hari
BDJ21102,Kab. Barito Selatan,Dusun Hilir,JNE OKE,45000,6 - 8 hari
BDJ21103,Kab. Barito Selatan,Dusun Utara,JNE OKE,45000,6 - 8 hari
BDJ21104,Kab. Barito Selatan,Jenamas,JNE OKE,45000,6 - 8 hari
BDJ21105,Kab. Barito Selatan,Karau Kuala,JNE OKE,45000,6 - 8 hari
BDJ21107,Kab. Barito Selatan,Dusun Selatan,JNE OKE,45000,6 - 8 hari
BDJ21108,Kab. Barito Selatan,Gunung Bintang Awai,JNE OKE,45000,6 - 8 hari
BDJ21200,Kab. Balangan,Paringin,JNE OKE,36000,5 - 7 hari
BDJ21201,Kab. Balangan,Awayan,JNE OKE,45000,6 - 8 hari
BDJ21202,Kab. Balangan,Batu Mandi,JNE OKE,45000,6 - 8 hari
BDJ21203,Kab. Balangan,Halong,JNE OKE,45000,6 - 8 hari
BDJ21204,Kab. Balangan,Juai,JNE OKE,45000,6 - 8 hari
BDJ21205,Kab. Balangan,Lampihong,JNE OKE,45000,6 - 8 hari
BDJ21300,Kab. Tanah Bambu,Batu Licin,JNE OKE,36000,5 - 7 hari
BDJ21301,Kab. Tanah Bambu,Kusan Hilir,JNE OKE,45000,6 - 8 hari
BDJ21302,Kab. Tanah Bambu,Kusan Hulu,JNE OKE,45000,6 - 8 hari
BDJ21303,Kab. Tanah Bambu,Satui,JNE OKE,45000,6 - 8 hari
BDJ21304,Kab. Tanah Bambu,Sungai Loban,JNE OKE,45000,6 - 8 hari
BDO10000,Kota Bandung,Bandung,JNE OKE,9000,2 - 3 hari
BDO10002,Kota Bandung,Cibiru,JNE OKE,9000,2 - 3 hari
BDO10018,Kota Bandung,Ujungberung,JNE OKE,9000,2 - 3 hari
BDO10037,Kota Bandung,Sukasari,JNE OKE,9000,2 - 3 hari
BDO10038,Kota Bandung,Cicadas,JNE OKE,9000,2 - 3 hari
BDO10039,Kota Bandung,Cidadap,JNE OKE,9000,2 - 3 hari
BDO10040,Kota Bandung,Lengkong,JNE OKE,9000,2 - 3 hari
BDO10041,Kota Bandung,Andir,JNE OKE,9000,2 - 3 hari
BDO10042,Kota Bandung,Arcamanik,JNE OKE,9000,2 - 3 hari
