code,city,area,provider,cost,remarks
BTH10404,Kab. Karimun,Kundur Barat,JNE YES,-,1 hari
BTH10405,Kab. Karimun,Kundur Utara,JNE YES,-,1 hari
BTH10406,Kab. Karimun,Meral,JNE YES,-,1 hari
BTH10407,Kab. Karimun,Moro,JNE YES,-,1 hari
BTH10408,Kab. Karimun,Tebing,JNE YES,-,1 hari
BTH10409,Kab. Karimun,Tanjung Batu,JNE YES,-,1 hari
BTJ10000,Kota Banda Aceh,Banda Aceh,JNE YES,-,1 hari
BTJ10015,Kota Banda Aceh,Meuraksa,JNE YES,-,1 hari
BTJ10016,Kota Banda Aceh,Jaya Baru,JNE YES,-,1 hari
BTJ10017,Kota Banda Aceh,Banda Raya,JNE YES,-,1 hari
BTJ10018,Kota Banda Aceh,Baiturrahman,JNE YES,-,1 hari
BTJ10019,Kota Banda Aceh,Lueng Bata,JNE YES,-,1 hari
BTJ10020,Kota Banda Aceh,Kuta Alam,JNE YES,-,1 hari
BTJ10021,Kota Banda Aceh,Kuta Raja,JNE YES,-,1 hari
BTJ10022,Kota Banda Aceh,Syiah Kuala,JNE YES,-,1 hari
BTJ10023,Kota Banda Aceh,Ulee Kareng,JNE YES,-,1 hari
BTJ10100,Kota Langsa,Langsa,JNE YES,-,1 hari
BTJ10118,Kota Langsa,Langsa Barat,JNE YES,-,1 hari
BTJ10119,Kota Langsa,Langsa Kota,JNE YES,-,1 hari
BTJ10120,Kota Langsa,Langsa Lama,JNE YES,-,1 hari
BTJ10121,Kota Langsa,Langsa Teungoh,JNE YES,-,1 hari
BTJ10122,Kota Langsa,Langsa Timur,JNE YES,-,1 hari
BTJ10200,Kota Lhokseumawe,Lhokseumawe,JNE YES,-,1 hari
BTJ10209,Kota Lhokseumawe,Muara Dua,JNE YES,-,1 hari
BTJ10226,Kota Lhokseumawe,Banda Sakti,JNE YES,-,1 hari
BTJ10227,Kota Lhokseumawe,Blang Mangat,JNE YES,-,1 hari
BTJ10300,Kab. Aceh Besar,Janto,JNE YES,-,1 hari
BTJ10301,Kab. Aceh Besar,Darul Imarah,JNE YES,-,1 hari
BTJ10302,Kab. Aceh Besar,Darussalam,JNE YES,-,1 hari
BTJ10303,Kab. Aceh Besar,Indrapuri,JNE YES,-,1 hari
BTJ10304,Kab. Aceh Besar,Ingin Jaya,JNE YES,-,1 hari
BTJ10305,Kab. Aceh Besar,Kuta Baro,JNE YES,-,1 hari
BTJ10306,Kab. Aceh Besar,Lho'Nga,JNE YES,-,1 hari
BTJ10307,Kab. Aceh Besar,Lhoong,JNE YES,-,1 hari
BTJ10308,Kab. Aceh Besar,Mesjid Raya,JNE YES,-,1 hari
BTJ10309,Kab. Aceh Besar,Montasik,JNE YES,-,1 hari
BTJ10310,Kab. Aceh Besar,Peukan Bada,JNE YES,-,1 hari
BTJ10311,Kab. Aceh Besar,Suka Makmur,JNE YES,-,1 hari
BTJ10312,Kab. Aceh Besar,Simpang tiga,JNE YES,-,1 hari
BTJ10313,Kab. Aceh Besar,Baitussalam,JNE YES,-,1 hari
BTJ10314,Kab. Aceh Besar,Darul Kamal,JNE YES,-,1 hari
BTJ10315,Kab. Aceh Besar,Krueng Barona Jaya,JNE YES,-,1 hari
BTJ10316,Kab. Aceh Besar,Kuta Cot Glie,JNE YES,-,1 hari
BTJ10317,Kab. Aceh Besar,Kuta Malaka,JNE YES,-,1 hari
BTJ10318,Kab. Aceh Besar,Lembah Seulawah,JNE YES,-,1 hari
BTJ10319,Kab. Aceh Besar,Leupung,JNE YES,-,1 hari
BTJ10320,Kab. Aceh Besar,Puroaceh,JNE YES,-,1 hari
BTJ10321,Kab. Aceh Besar,Seulimeum,JNE YES,-,1 hari
BTJ20100,Kab. Bireuen,Bireuen,JNE YES,-,1 hari
BTJ20101,Kab. Bireuen,Jeunieb,JNE YES,-,1 hari
BTJ20102,Kab. Bireuen,Peusangan,JNE YES,-,1 hari
BTJ20103,Kab. Bireuen,Peudada,JNE YES,-,1 hari
BTJ20104,Kab. Bireuen,Samalanga,JNE YES,-,1 hari
BTJ20105,Kab. Bireuen,Ganda Pura,JNE YES,-,1 hari
BTJ20106,Kab. Bireuen,Makmur,JNE YES,-,1 hari
BTJ20107,Kab. Bireuen,Kuala,JNE YES,-,1 hari
BTJ20108,Kab. Bireuen,Jangka,JNE YES,-,1 hari
BTJ20109,Kab. Bireuen,Jeumpa,JNE YES,-,1 hari
BTJ20110,Kab. Bireuen,Juli,JNE YES,-,1 hari
BTJ20111,Kab. Bireuen,Kota Juang,JNE YES,-,1 hari
BTJ20112,Kab. Bireuen,Kuta Blang,JNE YES,-,1 hari
BTJ20113,Kab. Bireuen,Pandrah,JNE YES,-,1 hari
BTJ20114,Kab. Bireuen,Peusangan Selatan,JNE YES,-,1 hari
BTJ20115,Kab. Bireuen,Peusangan Siblah Krueng,JNE YES,-,1 hari
BTJ20116,Kab. Bireuen,Primbang,JNE YES,-,1 hari
BTJ20117,Kab. Bireuen,Simpang Mamplam,JNE YES,-,1 hari
BTJ20200,Kab. Aceh Tenggara,Kutacane,JNE YES,-,1 hari
BTJ20201,Kab. Aceh Tenggara,Badar,JNE YES,-,1 hari
BTJ20202,Kab. Aceh Tenggara,Bambel,JNE YES,-,1 hari
BTJ20205,Kab. Aceh Tenggara,Lawe Alas,JNE YES,-,1 hari
BTJ20206,Kab. Aceh Tenggara,Lawe Sigala-gala,JNE YES,-,1 hari
BTJ20209,Kab. Aceh Tenggara,Babul Makmur,JNE YES,-,1 hari
BTJ20210,Kab. Aceh Tenggara,Babul Rahmat,JNE YES,-,1 hari
BTJ20211,Kab. Aceh Tenggara,Babussalam,JNE YES,-,1 hari
BTJ20212,Kab. Aceh Tenggara,Bukit Tusam,JNE YES,-,1 hari
BTJ20213,Kab. Aceh Tenggara,Darul Hasanah,JNE YES,-,1 hari
BTJ20214,Kab. Aceh Tenggara,Lawe Bulan,JNE YES,-,1 hari
BTJ20215,Kab. Aceh Tenggara,Semadam,JNE YES,-,1 hari
BTJ20300,Kab. Aceh Barat,Meulaboh,JNE YES,-,1 hari
BTJ20304,Kab. Aceh Barat,Kec. Kaway XVI,JNE YES,-,1 hari
BTJ20308,Kab. Aceh Barat,Samatiga,JNE YES,-,1 hari
BTJ20315,Kab. Aceh Barat,Sungai Mas,JNE YES,-,1 hari
BTJ20318,Kab. Aceh Barat,Woyla,JNE YES,-,1 hari
BTJ20319,Kab. Aceh Barat,Bubon,JNE YES,-,1 hari
BTJ20320,Kab. Aceh Barat,Arongan Lambalek,JNE YES,-,1 hari
BTJ20321,Kab. Aceh Barat,Johan Pahlawan,JNE YES,-,1 hari
BTJ20322,Kab. Aceh Barat,Woyla Barat,JNE YES,-,1 hari
BTJ20323,Kab. Aceh Barat,Woyla Timur,JNE YES,-,1 hari
BTJ20324,Kab. Aceh Barat,Pante Ceureumen,JNE YES,-,1 hari
BTJ20400,Kab. Pidie,Sigli,JNE YES,-,1 hari
BTJ20403,Kab. Pidie,Batee,JNE YES,-,1 hari
BTJ20404,Kab. Pidie,Delima,JNE YES,-,1 hari
BTJ20405,Kab. Pidie,Geumpang,JNE YES,-,1 hari
BTJ20406,Kab. Pidie,Glumpang Tiga,JNE YES,-,1 hari
BTJ20407,Kab. Pidie,Indrajaya,JNE YES,-,1 hari
BTJ20408,Kab. Pidie,Kembang Tanjung,JNE YES,-,1 hari
BTJ20410,Kab. Pidie,Mila,JNE YES,-,1 hari
BTJ20411,Kab. Pidie,Muara Tiga,JNE YES,-,1 hari
BTJ20412,Kab. Pidie,Mutiara,JNE YES,-,1 hari
BTJ20413,Kab. Pidie,Padang Tiji,JNE YES,-,1 hari
BTJ20414,Kab. Pidie,Peukan Baro,JNE YES,-,1 hari
BTJ20415,Kab. Pidie,Pidie,JNE YES,-,1 hari
BTJ20416,Kab. Pidie,Sakti,JNE YES,-,1 hari
BTJ20417,Kab. Pidie,Simpang Tiga,JNE YES,-,1 hari
BTJ20418,Kab. Pidie,Tangse,JNE YES,-,1 hari
BTJ20419,Kab. Pidie,Tiro/Truseb,JNE YES,-,1 hari
BTJ20420,Kab. Pidie,Titeua/Keumala,JNE YES,-,1 hari
BTJ20423,Kab. Pidie,Gleumpang Baro,JNE YES,-,1 hari
BTJ20424,Kab. Pidie,Grong-Grong,JNE YES,-,1 hari
BTJ20425,Kab. Pidie,Mane,JNE YES,-,1 hari
BTJ20426,Kab. Pidie,Mutiara Timur,JNE YES,-,1 hari
BTJ20500,Kab. Aceh Tengah,Takengon,JNE YES,-,1 hari
BTJ20502,Kab. Aceh Tengah,Bebesen,JNE YES,-,1 hari
BTJ20503,Kab. Aceh Tengah,Bintang,JNE YES,-,1 hari
BTJ20505,Kab. Aceh Tengah,Linge Isak,JNE YES,-,1 hari
BTJ20506,Kab. Aceh Tengah,Pegasing,JNE YES,-,1 hari
BTJ20507,Kab. Aceh Tengah,Silih Nara,JNE YES,-,1 hari
BTJ20509,Kab. Aceh Tengah,Atu Lintang,JNE YES,-,1 hari
BTJ20510,Kab. Aceh Tengah,Bies,JNE YES,-,1 hari
BTJ20511,Kab. Aceh Tengah,Celala,JNE YES,-,1 hari
BTJ20512,Kab. Aceh Tengah,Jagong Jeget,JNE YES,-,1 hari
BTJ20513,Kab. Aceh Tengah,Kebayakan,JNE YES,-,1 hari
BTJ20514,Kab. Aceh Tengah,Ketol,JNE YES,-,1 hari
BTJ20515,Kab. Aceh Tengah,Kute Panang,JNE YES,-,1 hari
BTJ20516,Kab. Aceh Tengah,LautTawar,JNE YES,-,1 hari
BTJ20517,Kab. Aceh Tengah,Rusip Antara,JNE YES,-,1 hari
BTJ20600,Kab. Aceh Selatan,Tapak Tuan,JNE YES,-,1 hari
BTJ20601,Kab. Aceh Selatan,Bakongan,JNE YES,-,1 hari
BTJ20603,Kab. Aceh Selatan,Kluet Utara,JNE YES,-,1 hari
BTJ20605,Kab. Aceh Selatan,Kluet Selatan,JNE YES,-,1 hari
BTJ20606,Kab. Aceh Selatan,Labuhan Haji,JNE YES,-,1 hari
BTJ20608,Kab. Aceh Selatan,Meukek,JNE YES,-,1 hari
BTJ20610,Kab. Aceh Selatan,Sama Dua,JNE YES,-,1 hari
BTJ20617,Kab. Aceh Selatan,Trumon,JNE YES,-,1 hari
BTJ20619,Kab. Aceh Selatan,Bakongan Timur,JNE YES,-,1 hari
BTJ20620,Kab. Aceh Selatan,Kluet Tengah,JNE YES,-,1 hari
BTJ20621,Kab. Aceh Selatan,Kluet Timur,JNE YES,-,1 hari
BTJ20622,Kab. Aceh Selatan,Labuhan Haji Barat,JNE YES,-,1 hari
BTJ20623,Kab. Aceh Selatan,Labuhan Haji Timur,JNE YES,-,1 hari
BTJ20624,Kab. Aceh Selatan,Pasie raja,JNE YES,-,1 hari
BTJ20625,Kab. Aceh Selatan,Trumon Timur,JNE YES,-,1 hari
BTJ20646,Kab. Aceh Selatan,Sawang,JNE YES,-,1 hari
BTJ20700,Kota Sabang,Sabang,JNE YES,-,1 hari
BTJ20702,Kota Sabang,Sukakarya,JNE YES,-,1 hari
BTJ20703,Kota Sabang,Sukajaya,JNE YES,-,1 hari
BTJ21000,Kab. Aceh Barat Daya,Blangpidie,JNE YES,-,1 hari
BTJ21001,Kab. Aceh Barat Daya,Babah Rot,JNE YES,-,1 hari
BTJ21002,Kab. Aceh Barat Daya,kuala Batee,JNE YES,-,1 hari
BTJ21003,Kab. Aceh Barat Daya,Manggeng,JNE YES,-,1 hari
BTJ21004,Kab. Aceh Barat Daya,Susoh,JNE YES,-,1 hari
BTJ21005,Kab. Aceh Barat Daya,Tangan Tangan,JNE YES,-,1 hari
BTJ21100,Kab. Aceh Jaya,Krueng Sabee/Calang,JNE YES,-,1 hari
BTJ21101,Kab. Aceh Jaya,Jaya,JNE YES,-,1 hari
BTJ21102,Kab. Aceh Jaya,Pangat,JNE YES,-,1 hari
BTJ21103,Kab. Aceh Jaya,Sampo Niet,JNE YES,-,1 hari
BTJ21104,Kab. Aceh Jaya,Setia Bakti,JNE YES,-,1 hari
BTJ21105,Kab. Aceh Jaya,Teunom,JNE YES,-,1 hari
BTJ21200,Kab. Aceh Singkil,Singkil,JNE YES,-,1 hari
BTJ21201,Kab. Aceh Singkil,Danau Paris,JNE YES,-,1 hari
BTJ21202,Kab. Aceh Singkil,Gunung Meriah,JNE YES,-,1 hari
BTJ21203,Kab. Aceh Singkil,Kota Baharu,JNE YES,-,1 hari
BTJ21204,Kab. Aceh Singkil,Pulau Banyak,JNE YES,-,1 hari
BTJ21205,Kab. Aceh Singkil,Simpang Kanan,JNE YES,-,1 hari
BTJ21206,Kab. Aceh Singkil,Singkil Utara,JNE YES,-,1 hari
BTJ21207,Kab. Aceh Singkil,Singkohor,JNE YES,-,1 hari
BTJ21208,Kab. Aceh Singkil,Suro Baru,JNE YES,-,1 hari
BTJ21300,Kab. Aceh Tamiang,Kuala Simpang,JNE YES,-,1 hari
BTJ21301,Kab. Aceh Tamiang,Bendahara,JNE YES,-,1 hari
BTJ21302,Kab. Aceh Tamiang,Karang Baru,JNE YES,-,1 hari
BTJ21303,Kab. Aceh Tamiang,Kejuruan Muda,JNE YES,-,1 hari
BTJ21304,Kab. Aceh Tamiang,Manyak Payed,JNE YES,-,1 hari
BTJ21305,Kab. Aceh Tamiang,Rantau,JNE YES,-,1 hari
BTJ21306,Kab. Aceh Tamiang,Seuruway,JNE YES,-,1 hari
BTJ21307,Kab. Aceh Tamiang,Tamiang Hulu,JNE YES,-,1 hari
BTJ21400,Kab. Aceh Timur,Idi Rayeuk,JNE YES,-,1 hari
BTJ21401,Kab. Aceh Timur,Banda Alam,JNE YES,-,1 hari
BTJ21402,Kab. Aceh Timur,Birem Bayeun,JNE YES,-,1 hari
BTJ21403,Kab. Aceh Timur,Darul Aman,JNE YES,-,1 hari
BTJ21404,Kab. Aceh Timur,Darul Iksan,JNE YES,-,1 hari
BTJ21405,Kab. Aceh Timur,Idi Tuning,JNE YES,-,1 hari
BTJ21406,Kab. Aceh Timur,Indra Makmur,JNE YES,-,1 hari
BTJ21407,Kab. Aceh Timur,Julok,JNE YES,-,1 hari
BTJ21408,Kab. Aceh Timur,Madat,JNE YES,-,1 hari
BTJ21409,Kab. Aceh Timur,Nurussalam,JNE YES,-,1 hari
BTJ21410,Kab. Aceh Timur,Pante Beudari,JNE YES,-,1 hari
BTJ21411,Kab. Aceh Timur,Peudawa,JNE YES,-,1 hari
BTJ21412,Kab. Aceh Timur,Peureulak,JNE YES,-,1 hari
BTJ21413,Kab. Aceh Timur,Peureulak Barat,JNE YES,-,1 hari
BTJ21414,Kab. Aceh Timur,Peureulak Timur,JNE YES,-,1 hari
BTJ21415,Kab. Aceh Timur,Rantau Selamat,JNE YES,-,1 hari
BTJ21416,Kab. Aceh Timur,Ranto Peureulak,JNE YES,-,1 hari
BTJ21417,Kab. Aceh Timur,Serba Jadi/Lokop,JNE YES,-,1 hari
BTJ21418,Kab. Aceh Timur,Simpang Jernih,JNE YES,-,1 hari
BTJ21419,Kab. Aceh Timur,Simpang Ulim,JNE YES,-,1 hari
BTJ21420,Kab. Aceh Timur,Sungai Raya,JNE YES,-,1 hari
BTJ21500,Kab. Aceh Utara,Lhoksukon,JNE YES,-,1 hari
BTJ21501,Kab. Aceh Utara,Baktia,JNE YES,-,1 hari
BTJ21502,Kab. Aceh Utara,Baktia Barat,JNE YES,-,1 hari
BTJ21503,Kab. Aceh Utara,Cot Girek,JNE YES,-,1 hari
BTJ21504,Kab. Aceh Utara,Dewantara,JNE YES,-,1 hari
BTJ21505,Kab. Aceh Utara,Kuta Makmur,JNE YES,-,1 hari
BTJ21506,Kab. Aceh Utara,Langkahan,JNE YES,-,1 hari
BTJ21507,Kab. Aceh Utara,Matang Kuli,JNE YES,-,1 hari
BTJ21508,Kab. Aceh Utara,Meurah Mulia,JNE YES,-,1 hari
BTJ21509,Kab. Aceh Utara,Muara Batu,JNE YES,-,1 hari
BTJ21510,Kab. Aceh Utara,Nibong,JNE YES,-,1 hari
BTJ21511,Kab. Aceh Utara,Nisam,JNE YES,-,1 hari
BTJ21512,Kab. Aceh Utara,Paya Bakong,JNE YES,-,1 hari
BTJ21513,Kab. Aceh Utara,Samudera,JNE YES,-,1 hari
BTJ21514,Kab. Aceh Utara,Sawang,JNE YES,-,1 hari
BTJ21515,Kab. Aceh Utara,Seunuddon,JNE YES,-,1 hari
BTJ21516,Kab. Aceh Utara,Simpang Keuramat,JNE YES,-,1 hari
BTJ21517,Kab. Aceh Utara,Syamtalira Aron,JNE YES,-,1 hari
BTJ21518,Kab. Aceh Utara,Syamtalira Bayu,JNE YES,-,1 hari
BTJ21519,Kab. Aceh Utara,Tanah Luas,JNE YES,-,1 hari
BTJ21520,Kab. Aceh Utara,Tanah Jambo Aye,JNE YES,-,1 hari
BTJ21521,Kab. Aceh Utara,Tanah Pasir,JNE YES,-,1 hari
BTJ21600,Kab. Bener Meriah,Simpang Tiga Redelon,JNE YES,-,1 hari
BTJ21601,Kab. Bener Meriah,Bandar,JNE YES,-,1 hari
BTJ21602,Kab. Bener Meriah,Bukit,JNE YES,-,1 hari
BTJ21603,Kab. Bener Meriah,Permata,JNE YES,-,1 hari
BTJ21604,Kab. Bener Meriah,Pintu Rime,JNE YES,-,1 hari
BTJ21605,Kab. Bener Meriah,Syiah Kuala,JNE YES,-,1 hari
BTJ21606,Kab. Bener Meriah,Timang Gajah,JNE YES,-,1 hari
BTJ21607,Kab. Bener Meriah,Wih Pesam,JNE YES,-,1 hari
BTJ21700,Kab. Gayo Lues,Blang Kejeren,JNE YES,-,1 hari
BTJ21701,Kab. Gayo Lues,Kuta Panjang,JNE YES,-,1 hari
BTJ21702,Kab. Gayo Lues,Pining,JNE YES,-,1 hari
BTJ21703,Kab. Gayo Lues,Rikit Gaib,JNE YES,-,1 hari
BTJ21704,Kab. Gayo Lues,Terangon,JNE YES,-,1 hari
BTJ21705,Kab. Gayo Lues,Putri Betung,JNE YES,-,1 hari
BTJ21706,Kab. Gayo Lues,Blang Pegayon,JNE YES,-,1 hari
BTJ21707,Kab. Gayo Lues,Dabung Gelang,JNE YES,-,1 hari
BTJ21708,Kab. Gayo Lues,Blang Jerango,JNE YES,-,1 hari
BTJ21709,Kab. Gayo Lues,Teripe Jaya,JNE YES,-,1 hari
BTJ21713,Kab. Gayo Lues,Pantan Jaya,JNE YES,-,1 hari
BTJ21800,Kab. Nagan Raya,Suka Makmue,JNE YES,-,1 hari
BTJ21801,Kab. Nagan Raya,Beutong,JNE YES,-,1 hari
BTJ21802,Kab. Nagan Raya,Darul Makmur,JNE YES,-,1 hari
BTJ21803,Kab. Nagan Raya,Kuala,JNE YES,-,1 hari
BTJ21804,Kab. Nagan Raya,Seunagan,JNE YES,-,1 hari
BTJ21805,Kab. Nagan Raya,Seunagan Timur,JNE YES,-,1 hari
BTJ21900,Kab. Pidie Jaya,Meureudu,JNE YES,-,1 hari
BTJ21901,Kab. Pidie Jaya,Ulim,JNE YES,-,1 hari
BTJ21902,Kab. Pidie Jaya,Jangka Buya,JNE YES,-,1 hari
BTJ21903,Kab. Pidie Jaya,Bandar Dua,JNE YES,-,1 hari
BTJ21904,Kab. Pidie Jaya,Meurah Dua,JNE YES,-,1 hari
BTJ21905,Kab. Pidie Jaya,Bandar Baru,JNE YES,-,1 hari
BTJ21906,Kab. Pidie Jaya,Panteraja,JNE YES,-,1 hari
BTJ21907,Kab. Pidie Jaya,Trienggading,JNE YES,-,1 hari
BTJ22100,Kab. Simeuleu,Sinabang,JNE YES,-,1 hari
BTJ22101,Kab. Simeuleu,Alafan,JNE YES,-,1 hari
BTJ22102,Kab. Simeuleu,Salang,JNE YES,-,1 hari
BTJ22103,Kab. Simeuleu,Simeulue Tengah,JNE YES,-,1 hari
BTJ22104,Kab. Simeuleu,Simeulue Timur,JNE YES,-,1 hari
BTJ22105,Kab. Simeuleu,Simuelue Barat,JNE YES,-,1 hari
BTJ22106,Kab. Simeuleu,Teluk Dalam,JNE YES,-,1 hari
BTJ22107,Kab. Simeuleu,Teupah Selatan,JNE YES,-,1 hari
BTJ22108,Kab. Simeuleu,Teupah Barat,JNE YES,-,1 hari
BTJ22200,Kota Subulussalam,Subulussalam,JNE YES,-,1 hari
BTJ22201,Kota Subulussalam,Simpang Kiri,JNE YES,-,1 hari
BTJ22202,Kota Subulussalam,Penanggalan,JNE YES,-,1 hari
BTJ22203,Kota Subulussalam,Rundeng,JNE YES,-,1 hari
BTJ22204,Kota Subulussalam,Sultan Daulat,JNE YES,-,1 hari
BTJ22205,Kota Subulussalam,Longkip,JNE YES,-,1 hari
CBN10000,Kota Cirebon,Cirebon,JNE YES,19000,1 hari
CBN10006,Kota Cirebon,Cirebon Barat,JNE YES,19000,1 hari
CBN10034,Kota Cirebon,Harjamukti,JNE YES,19000,1 hari
CBN10035,Kota Cirebon,Kejaksan,JNE YES,19000,1 hari
CBN10036,Kota Cirebon,Kesambi,JNE YES,19000,1 hari
CBN10037,Kota Cirebon,Lemahwungkuk,JNE YES,19000,1 hari
CBN10038,Kota Cirebon,Pekalipan,JNE YES,19000,1 hari
CBN20100,Kab. Indramayu,Indramayu,JNE YES,19000,1 hari
CBN20101,Kab. Indramayu,Anjatan,JNE YES,-,1 hari
CBN20102,Kab. Indramayu,Balongan,JNE YES,19000,1 hari
CBN20103,Kab. Indramayu,Bangodua,JNE YES,-,1 hari
CBN20104,Kab. Indramayu,Bongas,JNE YES,-,1 hari
CBN20105,Kab. Indramayu,Cikedung,JNE YES,-,1 hari
CBN20106,Kab. Indramayu,Gabus Wetan,JNE YES,-,1 hari
CBN20107,Kab. Indramayu,Haurgeulis,JNE YES,-,1 hari
CBN20108,Kab. Indramayu,Jatibarang,JNE YES,19000,1 hari
CBN20109,Kab. Indramayu,Juntiyuat,JNE YES,19000,1 hari
CBN20110,Kab. Indramayu,Kandanghaur,JNE YES,-,1 hari
CBN20111,Kab. Indramayu,Karangampel,JNE YES,-,1 hari
CBN20112,Kab. Indramayu,Kertasemaya,JNE YES,-,1 hari
CBN20113,Kab. Indramayu,Krangkeng,JNE YES,-,1 hari
CBN20114,Kab. Indramayu,Kroya,JNE YES,-,1 hari
CBN20115,Kab. Indramayu,Lelea,JNE YES,-,1 hari
CBN20116,Kab. Indramayu,Lohbener,JNE YES,-,1 hari
CBN20117,Kab. Indramayu,Losarang,JNE YES,-,1 hari
CBN20118,Kab. Indramayu,Sliyeg,JNE YES,-,1 hari
CBN20119,Kab. Indramayu,Sukra,JNE YES,-,1 hari
CBN20120,Kab. Indramayu,Widasari,JNE YES,19000,1 hari
CBN20121,Kab. Indramayu,Arahan,JNE YES,-,1 hari
CBN20122,Kab. Indramayu,Cantigi,JNE YES,-,1 hari
CBN20123,Kab. Indramayu,Gantar,JNE YES,-,1 hari
CBN20124,Kab. Indramayu,Kedokan Bunder,JNE YES,19000,1 hari
CBN20125,Kab. Indramayu,Sindang,JNE YES,19000,1 hari
CBN20126,Kab. Indramayu,Sukagumiwang,JNE YES,-,1 hari
CBN20127,Kab. Indramayu,Trisi,JNE YES,-,1 hari
CBN20200,Kab. Kuningan,Kuningan,JNE YES,19000,1 hari
CBN20202,Kab. Kuningan,Ciawi Gebang,JNE YES,-,1 hari
CBN20203,Kab. Kuningan,Cibingbin,JNE YES,-,1 hari
CBN20204,Kab. Kuningan,Cibeureum,JNE YES,-,1 hari
CBN20205,Kab. Kuningan,Cidahu,JNE YES,-,1 hari
CBN20206,Kab. Kuningan,Cigugur,JNE YES,-,1 hari
CBN20208,Kab. Kuningan,Cilimus,JNE YES,19000,1 hari
CBN20209,Kab. Kuningan,Cilebak,JNE YES,-,1 hari
CBN20210,Kab. Kuningan,Cimahi,JNE YES,-,1 hari
CBN20211,Kab. Kuningan,Ciniru,JNE YES,-,1 hari
CBN20212,Kab. Kuningan,Cipicung,JNE YES,-,1 hari
CBN20213,Kab. Kuningan,Darma,JNE YES,-,1 hari
CBN20214,Kab. Kuningan,Garawangi,JNE YES,-,1 hari
CBN20215,Kab. Kuningan,Hantara,JNE YES,-,1 hari
CBN20216,Kab. Kuningan,Jalaksana,JNE YES,19000,1 hari
CBN20217,Kab. Kuningan,Japara,JNE YES,-,1 hari
CBN20218,Kab. Kuningan,Kadugede,JNE YES,-,1 hari
CBN20219,Kab. Kuningan,Kalimanggis,JNE YES,-,1 hari
CBN20220,Kab. Kuningan,Karangkancana,JNE YES,-,1 hari
CBN20221,Kab. Kuningan,Kramatmulya,JNE YES,19000,1 hari
CBN20222,Kab. Kuningan,Lebakwangi,JNE YES,-,1 hari
CBN20224,Kab. Kuningan,Luragung,JNE YES,-,1 hari
CBN20225,Kab. Kuningan,Maleber,JNE YES,-,1 hari
CBN20226,Kab. Kuningan,Mandirancan,JNE YES,-,1 hari
CBN20228,Kab. Kuningan,Nusaherang,JNE YES,-,1 hari
CBN20230,Kab. Kuningan,Pancalang,JNE YES,-,1 hari
CBN20231,Kab. Kuningan,Pasawahan,JNE YES,-,1 hari
CBN20232,Kab. Kuningan,Selajambe,JNE YES,-,1 hari
CBN20233,Kab. Kuningan,Sindangagung,JNE YES,-,1 hari
CBN20234,Kab. Kuningan,Subang,JNE YES,-,1 hari
CBN20237,Kab. Kuningan,Cigandamekar,JNE YES,-,1 hari
CBN20238,Kab. Kuningan,Ciwaru,JNE YES,-,1 hari
CBN20300,Kab. Majalengka,Majalengka,JNE YES,19000,1 hari
CBN20301,Kab. Majalengka,Argapura,JNE YES,-,1 hari
CBN20302,Kab. Majalengka,Bantarujeg,JNE YES,-,1 hari
CBN20303,Kab. Majalengka,Cikijing,JNE YES,-,1 hari
CBN20304,Kab. Majalengka,Dawuan,JNE YES,-,1 hari
CBN20305,Kab. Majalengka,Jatiwangi,JNE YES,19000,1 hari
CBN20306,Kab. Majalengka,Jatitujuh,JNE YES,-,1 hari
CBN20307,Kab. Majalengka,Kadipaten,JNE YES,19000,1 hari
CBN20308,Kab. Majalengka,Kertajati,JNE YES,-,1 hari
CBN20309,Kab. Majalengka,Lemahsugih,JNE YES,-,1 hari
CBN20310,Kab. Majalengka,Leuwimunding,JNE YES,-,1 hari
CBN20311,Kab. Majalengka,Ligung,JNE YES,-,1 hari
CBN20312,Kab. Majalengka,Maja,JNE YES,-,1 hari
CBN20313,Kab. Majalengka,Palasah,JNE YES,-,1 hari
CBN20314,Kab. Majalengka,Panyingkiran,JNE YES,-,1 hari
CBN20315,Kab. Majalengka,Rajagaluh,JNE YES,-,1 hari
CBN20317,Kab. Majalengka,Sukahaji,JNE YES,-,1 hari
CBN20318,Kab. Majalengka,Sumber Jaya,JNE YES,-,1 hari
CBN20319,Kab. Majalengka,Talaga,JNE YES,-,1 hari
CBN20320,Kab. Majalengka,Banjaran,JNE YES,-,1 hari
CBN20321,Kab. Majalengka,Cigasong,JNE YES,-,1 hari
CBN20322,Kab. Majalengka,Cingambul,JNE YES,-,1 hari
CBN20323,Kab. Majalengka,Sindangwangi,JNE YES,-,1 hari
CBN20400,Kab. Cirebon,Sumber,JNE YES,19000,1 hari
CBN20402,Kab. Cirebon,Arjawinangun,JNE YES,-,1 hari
CBN20403,Kab. Cirebon,Astanajapura,JNE YES,-,1 hari
CBN20404,Kab. Cirebon,Babakan,JNE YES,-,1 hari
CBN20405,Kab. Cirebon,Beber,JNE YES,-,1 hari
CBN20406,Kab. Cirebon,Ciledug,JNE YES,-,1 hari
CBN20407,Kab. Cirebon,Cirebon Utara,JNE YES,-,1 hari
CBN20408,Kab. Cirebon,Cirebon Selatan,JNE YES,-,1 hari
CBN20409,Kab. Cirebon,Ciwaringin,JNE YES,-,1 hari
CBN20410,Kab. Cirebon,Depok,JNE YES,-,1 hari
CBN20411,Kab. Cirebon,Dukupuntang,JNE YES,-,1 hari
