code,city,area,provider,cost,remarks
JOG20304,Kab. Sleman,Kalasan,JNE YES,24000,1 hari
JOG20305,Kab. Sleman,Minggir,JNE YES,24000,1 hari
JOG20306,Kab. Sleman,Moyudan,JNE YES,24000,1 hari
JOG20307,Kab. Sleman,Ngaglik,JNE YES,24000,1 hari
JOG20308,Kab. Sleman,Ngemplak,JNE YES,24000,1 hari
JOG20309,Kab. Sleman,Pakem,JNE YES,24000,1 hari
JOG20310,Kab. Sleman,Prambanan,JNE YES,24000,1 hari
JOG20311,Kab. Sleman,Seyegan,JNE YES,24000,1 hari
JOG20312,Kab. Sleman,Tempel,JNE YES,24000,1 hari
JOG20313,Kab. Sleman,Turi,JNE YES,24000,1 hari
JOG20314,Kab. Sleman,Depok,JNE YES,24000,1 hari
JOG20315,Kab. Sleman,Gamping,JNE YES,24000,1 hari
JOG20316,Kab. Sleman,Mlati,JNE YES,24000,1 hari
JOG20400,Kab. Kulon Progo,Wates,JNE YES,24000,1 hari
JOG20401,Kab. Kulon Progo,Galur,JNE YES,-,1 hari
JOG20402,Kab. Kulon Progo,Girimulyo,JNE YES,-,1 hari
JOG20403,Kab. Kulon Progo,Kalibawang,JNE YES,-,1 hari
JOG20404,Kab. Kulon Progo,Kokap,JNE YES,-,1 hari
JOG20405,Kab. Kulon Progo,Lendah,JNE YES,-,1 hari
JOG20406,Kab. Kulon Progo,Nanggulan,JNE YES,-,1 hari
JOG20407,Kab. Kulon Progo,Panjatan,JNE YES,-,1 hari
JOG20408,Kab. Kulon Progo,Pengasih,JNE YES,-,1 hari
JOG20409,Kab. Kulon Progo,Samigaluh,JNE YES,-,1 hari
JOG20410,Kab. Kulon Progo,Sentolo,JNE YES,-,1 hari
JOG20411,Kab. Kulon Progo,Temon,JNE YES,-,1 hari
JOG20500,Kab. Gunung Kidul,Wonosari,JNE YES,24000,1 hari
JOG20501,Kab. Gunung Kidul,Karangmojo,JNE YES,-,1 hari
JOG20502,Kab. Gunung Kidul,Ngawen,JNE YES,-,1 hari
JOG20503,Kab. Gunung Kidul,Nglipar,JNE YES,-,1 hari
JOG20504,Kab. Gunung Kidul,Paliyan,JNE YES,-,1 hari
JOG20505,Kab. Gunung Kidul,Panggang,JNE YES,-,1 hari
JOG20506,Kab. Gunung Kidul,Patuk,JNE YES,-,1 hari
JOG20507,Kab. Gunung Kidul,Playen,JNE YES,-,1 hari
JOG20508,Kab. Gunung Kidul,Ponjong,JNE YES,-,1 hari
JOG20509,Kab. Gunung Kidul,Rongkop,JNE YES,-,1 hari
JOG20510,Kab. Gunung Kidul,Semin,JNE YES,-,1 hari
JOG20511,Kab. Gunung Kidul,Semanu,JNE YES,-,1 hari
JOG20512,Kab. Gunung Kidul,Tepus,JNE YES,-,1 hari
JOG20513,Kab. Gunung Kidul,Gedangsari,JNE YES,-,1 hari
JOG20514,Kab. Gunung Kidul,Girisubo,JNE YES,-,1 hari
JOG20515,Kab. Gunung Kidul,Purwosari,JNE YES,-,1 hari
JOG20516,Kab. Gunung Kidul,Saptosari,JNE YES,-,1 hari
JOG20517,Kab. Gunung Kidul,Tanjungsari,JNE YES,-,1 hari
KDI10000,Kota Kendari,Kendari,JNE YES,-,1 hari
KDI10014,Kota Kendari,Abeli,JNE YES,-,1 hari
KDI10015,Kota Kendari,Baruga,JNE YES,-,1 hari
KDI10016,Kota Kendari,Kendar,JNE YES,-,1 hari
KDI10017,Kota Kendari,Barat,JNE YES,-,1 hari
KDI10018,Kota Kendari,Mandonga,JNE YES,-,1 hari
KDI10019,Kota Kendari,Poasia,JNE YES,-,1 hari
KDI20100,Kab. Kota Bau-Bau,Bau - Bau,JNE YES,-,1 hari
KDI20103,Kab. Kota Bau-Bau,Bungi,JNE YES,-,1 hari
KDI20120,Kab. Kota Bau-Bau,Betoambari,JNE YES,-,1 hari
KDI20121,Kab. Kota Bau-Bau,Kokalukuna,JNE YES,-,1 hari
KDI20122,Kab. Kota Bau-Bau,Murhum,JNE YES,-,1 hari
KDI20123,Kab. Kota Bau-Bau,Sorowalio,JNE YES,-,1 hari
KDI20124,Kab. Kota Bau-Bau,Wolio,JNE YES,-,1 hari
KDI20200,Kab. Kolaka,Kolaka,JNE YES,-,1 hari
KDI20202,Kab. Kolaka,Ladongi,JNE YES,-,1 hari
KDI20204,Kab. Kolaka,Mowewe,JNE YES,-,1 hari
KDI20206,Kab. Kolaka,Pomalaa,JNE YES,-,1 hari
KDI20209,Kab. Kolaka,Tirawuta,JNE YES,-,1 hari
KDI20210,Kab. Kolaka,Watubangga,JNE YES,-,1 hari
KDI20211,Kab. Kolaka,Wolo,JNE YES,-,1 hari
KDI20212,Kab. Kolaka,Wundulako,JNE YES,-,1 hari
KDI20213,Kab. Kolaka,Baula,JNE YES,-,1 hari
KDI20214,Kab. Kolaka,Lambadia,JNE YES,-,1 hari
KDI20215,Kab. Kolaka,Latambaga,JNE YES,-,1 hari
KDI20216,Kab. Kolaka,Samaturu,JNE YES,-,1 hari
KDI20217,Kab. Kolaka,Tanggetada,JNE YES,-,1 hari
KDI20218,Kab. Kolaka,Uluiwoi,JNE YES,-,1 hari
KDI20300,Kab. Muna,Raha,JNE YES,-,1 hari
KDI20301,Kab. Muna,Bonegunu,JNE YES,-,1 hari
KDI20302,Kab. Muna,Duruka Bone,JNE YES,-,1 hari
KDI20304,Kab. Muna,Kabangka,JNE YES,-,1 hari
KDI20305,Kab. Muna,Kabawo,JNE YES,-,1 hari
KDI20306,Kab. Muna,Kulisusu,JNE YES,-,1 hari
KDI20307,Kab. Muna,Lawa,JNE YES,-,1 hari
KDI20308,Kab. Muna,Lohia,JNE YES,-,1 hari
KDI20309,Kab. Muna,Napabalano,JNE YES,-,1 hari
KDI20310,Kab. Muna,Parigi,JNE YES,-,1 hari
KDI20312,Kab. Muna,Sawerigadi,JNE YES,-,1 hari
KDI20314,Kab. Muna,Tongkuno,JNE YES,-,1 hari
KDI20316,Kab. Muna,Wakorumba Selatan,JNE YES,-,1 hari
KDI20318,Kab. Muna,Batalaiworu,JNE YES,-,1 hari
KDI20319,Kab. Muna,Katobu,JNE YES,-,1 hari
KDI20320,Kab. Muna,Kontunaga,JNE YES,-,1 hari
KDI20321,Kab. Muna,Kulisusu Barat,JNE YES,-,1 hari
KDI20322,Kab. Muna,Kulisusu Utara,JNE YES,-,1 hari
KDI20323,Kab. Muna,Kusambi,JNE YES,-,1 hari
KDI20324,Kab. Muna,Lasalepa,JNE YES,-,1 hari
KDI20325,Kab. Muna,Maginti,JNE YES,-,1 hari
KDI20326,Kab. Muna,Maligano,JNE YES,-,1 hari
KDI20327,Kab. Muna,Pasir Putih,JNE YES,-,1 hari
KDI20328,Kab. Muna,Tikep,JNE YES,-,1 hari
KDI20329,Kab. Muna,Tiworo Tengah,JNE YES,-,1 hari
KDI20330,Kab. Muna,Wakorumba,JNE YES,-,1 hari
KDI20332,Kab. Muna,Barangka,JNE YES,-,1 hari
KDI20333,Kab. Muna,Kambowa,JNE YES,-,1 hari
KDI20334,Kab. Muna,Watopute,JNE YES,-,1 hari
KDI20400,Kab. Konawe,Unaaha,JNE YES,-,1 hari
KDI20401,Kab. Konawe,Abuki,JNE YES,-,1 hari
KDI20402,Kab. Konawe,Lambuya,JNE YES,-,1 hari
KDI20403,Kab. Konawe,Pondidaha,JNE YES,-,1 hari
KDI20404,Kab. Konawe,Wawotobi,JNE YES,-,1 hari
KDI20405,Kab. Konawe,Asera,JNE YES,-,1 hari
KDI20406,Kab. Konawe,Lasolo,JNE YES,-,1 hari
KDI20407,Kab. Konawe,Soropia,JNE YES,-,1 hari
KDI20408,Kab. Konawe,Wawonii,JNE YES,-,1 hari
KDI20409,Kab. Konawe,Waworete,JNE YES,-,1 hari
KDI20410,Kab. Konawe,Bondoala Sampara,JNE YES,-,1 hari
KDI20411,Kab. Konawe,Latoma,JNE YES,-,1 hari
KDI20412,Kab. Konawe,Sawa,JNE YES,-,1 hari
KDI20413,Kab. Konawe,Tongauna,JNE YES,-,1 hari
KDI20414,Kab. Konawe,Uepai,JNE YES,-,1 hari
KDI20415,Kab. Konawe,Wonggeduku,JNE YES,-,1 hari
KDI20500,Kab. Bombana,Rumbia,JNE YES,-,1 hari
KDI20501,Kab. Bombana,Kabaena,JNE YES,-,1 hari
KDI20502,Kab. Bombana,Kabaena Timur,JNE YES,-,1 hari
KDI20503,Kab. Bombana,Poleang,JNE YES,-,1 hari
KDI20504,Kab. Bombana,Poleang Barat,JNE YES,-,1 hari
KDI20505,Kab. Bombana,Poleang Timur,JNE YES,-,1 hari
KDI20506,Kab. Bombana,Rarowatu,JNE YES,-,1 hari
KDI20600,Kab. Buton & Buton Utara,Pasar Wajo,JNE YES,-,1 hari
KDI20601,Kab. Buton & Buton Utara,Batauga,JNE YES,-,1 hari
KDI20602,Kab. Buton & Buton Utara,Batu Atas,JNE YES,-,1 hari
KDI20603,Kab. Buton & Buton Utara,E,JNE YES,-,1 hari
KDI20604,Kab. Buton & Buton Utara,Kadatua,JNE YES,-,1 hari
KDI20605,Kab. Buton & Buton Utara,Kapontori,JNE YES,-,1 hari
KDI20606,Kab. Buton & Buton Utara,Lakudo,JNE YES,-,1 hari
KDI20607,Kab. Buton & Buton Utara,Lasalimu,JNE YES,-,1 hari
KDI20608,Kab. Buton & Buton Utara,Lasalimu Selatan,JNE YES,-,1 hari
KDI20609,Kab. Buton & Buton Utara,Mawasangka,JNE YES,-,1 hari
KDI20610,Kab. Buton & Buton Utara,Mawasangka Timur,JNE YES,-,1 hari
KDI20611,Kab. Buton & Buton Utara,Sampolawa,JNE YES,-,1 hari
KDI20612,Kab. Buton & Buton Utara,Siompu,JNE YES,-,1 hari
KDI20613,Kab. Buton & Buton Utara,Talaga Raya,JNE YES,-,1 hari
KDI20614,Kab. Buton & Buton Utara,Buranga,JNE YES,-,1 hari
KDI20700,Kab. Kolaka Utara,Lasusua,JNE YES,-,1 hari
KDI20701,Kab. Kolaka Utara,Batu Putih,JNE YES,-,1 hari
KDI20702,Kab. Kolaka Utara,Kodeoha,JNE YES,-,1 hari
KDI20703,Kab. Kolaka Utara,Ngapa,JNE YES,-,1 hari
KDI20704,Kab. Kolaka Utara,Pakue,JNE YES,-,1 hari
KDI20705,Kab. Kolaka Utara,Ranteangin,JNE YES,-,1 hari
KDI20800,Kab. Konawe Utara/ Selatan,Andolo/Wanggodo,JNE YES,-,1 hari
KDI20801,Kab. Konawe Utara/ Selatan,Angata,JNE YES,-,1 hari
KDI20802,Kab. Konawe Utara/ Selatan,Kolono,JNE YES,-,1 hari
KDI20803,Kab. Konawe Utara/ Selatan,Konda,JNE YES,-,1 hari
KDI20804,Kab. Konawe Utara/ Selatan,Lainea,JNE YES,-,1 hari
KDI20805,Kab. Konawe Utara/ Selatan,Landono,JNE YES,-,1 hari
KDI20806,Kab. Konawe Utara/ Selatan,Laonti,JNE YES,-,1 hari
KDI20807,Kab. Konawe Utara/ Selatan,Moramo,JNE YES,-,1 hari
KDI20808,Kab. Konawe Utara/ Selatan,Palangga,JNE YES,-,1 hari
KDI20809,Kab. Konawe Utara/ Selatan,Ranomeeto,JNE YES,-,1 hari
KDI20810,Kab. Konawe Utara/ Selatan,Tinanggea,JNE YES,-,1 hari
KDI20900,Kab. Wakatobi,Wangi-Wangi,JNE YES,-,1 hari
KDI20901,Kab. Wakatobi,Wangi-Wangi Selatan,JNE YES,-,1 hari
KDI20902,Kab. Wakatobi,Kaledupa,JNE YES,-,1 hari
KDI20903,Kab. Wakatobi,Tomia,JNE YES,-,1 hari
KDI20904,Kab. Wakatobi,Binongko,JNE YES,-,1 hari
KDR10000,Kota Kediri,Kediri,JNE YES,27000,1 hari
KDR10001,Kab. Kediri,Gampengrejo,JNE YES,-,1 hari
KDR10002,Kab. Kediri,Grogol,JNE YES,-,1 hari
KDR10003,Kab. Kediri,Gurah,JNE YES,-,1 hari
KDR10004,Kab. Kediri,Kandat,JNE YES,-,1 hari
KDR10005,Kab. Kediri,Kras,JNE YES,-,1 hari
KDR10006,Kab. Kediri,Kunjang,JNE YES,-,1 hari
KDR10007,Kab. Kediri,Mojo,JNE YES,-,1 hari
KDR10008,Kab. Kediri,Ngadiluwih,JNE YES,-,1 hari
KDR10009,Kab. Kediri,Pagu,JNE YES,-,1 hari
KDR10010,Kab. Kediri,Papar,JNE YES,-,1 hari
KDR10011,Kab. Kediri,Plemahan,JNE YES,-,1 hari
KDR10012,Kab. Kediri,Plosoklaten,JNE YES,-,1 hari
KDR10013,Kab. Kediri,Purwoasri,JNE YES,-,1 hari
KDR10014,Kab. Kediri,Semen,JNE YES,-,1 hari
KDR10015,Kab. Kediri,Tarokan,JNE YES,-,1 hari
KDR10016,Kab. Kediri,Wates,JNE YES,-,1 hari
KDR10017,Kab. Kediri,Pare,JNE YES,-,1 hari
KDR10018,Kab. Kediri,Kandangan,JNE YES,-,1 hari
KDR10019,Kab. Kediri,Kepung,JNE YES,-,1 hari
KDR10020,Kab. Kediri,Ngancar,JNE YES,-,1 hari
KDR10021,Kab. Kediri,Puncu,JNE YES,-,1 hari
KDR10022,Kab. Kediri,Banyakan,JNE YES,-,1 hari
KDR10023,Kab. Kediri,Kayen Kidul,JNE YES,-,1 hari
KDR10024,Kab. Kediri,Ringinrejo,JNE YES,-,1 hari
KDR10025,Kota Kediri,Mojoroto,JNE YES,27000,1 hari
KDR10026,Kota Kediri,Pesantren,JNE YES,27000,1 hari
KOE10000,Kota Kupang,Kupang,JNE YES,-,1 hari
KOE10029,Kota Kupang,Alak,JNE YES,-,1 hari
KOE10030,Kota Kupang,Kelapa Lima,JNE YES,-,1 hari
KOE10031,Kota Kupang,Mawlapa,JNE YES,-,1 hari
KOE10032,Kota Kupang,Oebobo,JNE YES,-,1 hari
KOE10100,Kab. Sumba Tengah,Waibakul,JNE YES,-,1 hari
KOE10101,Kab. Sumba Tengah,Mamboro,JNE YES,-,1 hari
KOE10102,Kab. Sumba Tengah,Umbu Ratu Nggay,JNE YES,-,1 hari
KOE10103,Kab. Sumba Tengah,Umbu Ratu Nggay Barat,JNE YES,-,1 hari
KOE10104,Kab. Sumba Tengah,Katikutana,JNE YES,-,1 hari
KOE20100,Kab. Belu,Atambua,JNE YES,-,1 hari
KOE20101,Kab. Belu,Kobalima,JNE YES,-,1 hari
KOE20102,Kab. Belu,Lamakmen,JNE YES,-,1 hari
KOE20103,Kab. Belu,Malaka Timur,JNE YES,-,1 hari
KOE20104,Kab. Belu,Malaka Tengah,JNE YES,-,1 hari
KOE20106,Kab. Belu,Malaka Barat,JNE YES,-,1 hari
KOE20108,Kab. Belu,Tasefeto Barat,JNE YES,-,1 hari
KOE20109,Kab. Belu,Tasifeto Timur,JNE YES,-,1 hari
KOE20110,Kab. Belu,Kakuluk Mesak,JNE YES,-,1 hari
KOE20111,Kab. Belu,Raihat,JNE YES,-,1 hari
KOE20112,Kab. Belu,Rinhat,JNE YES,-,1 hari
KOE20113,Kab. Belu,Sasita Mean,JNE YES,-,1 hari
KOE20200,Kab. Alor,Kalabahi,JNE YES,-,1 hari
KOE20201,Kab. Alor,Alor Timur,JNE YES,-,1 hari
KOE20202,Kab. Alor,Pantar,JNE YES,-,1 hari
KOE20203,Kab. Alor,Alor Selatan,JNE YES,-,1 hari
KOE20204,Kab. Alor,Alor Barat Daya,JNE YES,-,1 hari
KOE20205,Kab. Alor,Alor Barat Laut,JNE YES,-,1 hari
KOE20206,Kab. Alor,Alor Tengah Utara,JNE YES,-,1 hari
KOE20207,Kab. Alor,Alor Timur Laut,JNE YES,-,1 hari
KOE20208,Kab. Alor,Pantar Barat,JNE YES,-,1 hari
KOE20209,Kab. Alor,Teluk Mutiara,JNE YES,-,1 hari
KOE20300,Kab. Timor Tengah Utara,Kefamenanu,JNE YES,-,1 hari
KOE20301,Kab. Timor Tengah Utara,Biboki Selatan,JNE YES,-,1 hari
KOE20302,Kab. Timor Tengah Utara,Biboki Utara,JNE YES,-,1 hari
KOE20303,Kab. Timor Tengah Utara,Insana,JNE YES,-,1 hari
KOE20304,Kab. Timor Tengah Utara,Miomafo Timur,JNE YES,-,1 hari
KOE20305,Kab. Timor Tengah Utara,Miomafo Barat,JNE YES,-,1 hari
KOE20306,Kab. Timor Tengah Utara,Biboki Anleu,JNE YES,-,1 hari
KOE20307,Kab. Timor Tengah Utara,Insana Utara,JNE YES,-,1 hari
KOE20309,Kab. Timor Tengah Utara,Neomuti,JNE YES,-,1 hari
KOE20400,Kab. Flores Timur,Larantuka,JNE YES,-,1 hari
KOE20401,Kab. Flores Timur,Adonara Barat,JNE YES,-,1 hari
KOE20402,Kab. Flores Timur,Adonara Timur,JNE YES,-,1 hari
KOE20409,Kab. Flores Timur,Solor Barat,JNE YES,-,1 hari
KOE20410,Kab. Flores Timur,Solor Timur,JNE YES,-,1 hari
KOE20411,Kab. Flores Timur,Tanjung Bunga,JNE YES,-,1 hari
KOE20412,Kab. Flores Timur,Wulanggitan,JNE YES,-,1 hari
KOE20414,Kab. Flores Timur,Ile Boleng,JNE YES,-,1 hari
KOE20415,Kab. Flores Timur,Ile Mandiri,JNE YES,-,1 hari
KOE20416,Kab. Flores Timur,Kelubagolit,JNE YES,-,1 hari
KOE20417,Kab. Flores Timur,Titihena,JNE YES,-,1 hari
KOE20418,Kab. Flores Timur,Witihama,JNE YES,-,1 hari
KOE20419,Kab. Flores Timur,Wotan Ulu mado,JNE YES,-,1 hari
KOE20500,Kab. Sikka,Maumere,JNE YES,-,1 hari
KOE20501,Kab. Sikka,Bola,JNE YES,-,1 hari
KOE20502,Kab. Sikka,Kewapante,JNE YES,-,1 hari
KOE20503,Kab. Sikka,Lela,JNE YES,-,1 hari
KOE20504,Kab. Sikka,Nitta,JNE YES,-,1 hari
KOE20505,Kab. Sikka,Paga,JNE YES,-,1 hari
KOE20506,Kab. Sikka,Talibura,JNE YES,-,1 hari
KOE20507,Kab. Sikka,Alok,JNE YES,-,1 hari
KOE20508,Kab. Sikka,Mego,JNE YES,-,1 hari
KOE20509,Kab. Sikka,Palue,JNE YES,-,1 hari
KOE20510,Kab. Sikka,Waigete,JNE YES,-,1 hari
KOE20600,Kab. Manggarai,Ruteng,JNE YES,-,1 hari
KOE20603,Kab. Manggarai,Cibal,JNE YES,-,1 hari
KOE20611,Kab. Manggarai,Lambaleda,JNE YES,-,1 hari
KOE20613,Kab. Manggarai,Reo,JNE YES,-,1 hari
KOE20614,Kab. Manggarai,Satarmese,JNE YES,-,1 hari
KOE20616,Kab. Manggarai,Komba,JNE YES,-,1 hari
KOE20617,Kab. Manggarai,Mborong,JNE YES,-,1 hari
KOE20618,Kab. Manggarai,Ponco Ranaka,JNE YES,-,1 hari
KOE20619,Kab. Manggarai,Sambi Rambas,JNE YES,-,1 hari
KOE20620,Kab. Manggarai,Wae Rii,JNE YES,-,1 hari
KOE20700,Kab. Timor Tengah Selatan,Soe,JNE YES,-,1 hari
KOE20701,Kab. Timor Tengah Selatan,Amanatun Utara,JNE YES,-,1 hari
KOE20702,Kab. Timor Tengah Selatan,Amanatun Selatan,JNE YES,-,1 hari
KOE20704,Kab. Timor Tengah Selatan,Amanuban Selatan,JNE YES,-,1 hari
KOE20706,Kab. Timor Tengah Selatan,Amanuban Barat,JNE YES,-,1 hari
KOE20707,Kab. Timor Tengah Selatan,Mollo Utara,JNE YES,-,1 hari
KOE20708,Kab. Timor Tengah Selatan,Mollo Selatan,JNE YES,-,1 hari
KOE20709,Kab. Timor Tengah Selatan,Amanatun Tengah,JNE YES,-,1 hari
KOE20710,Kab. Timor Tengah Selatan,Amanatun Timur,JNE YES,-,1 hari
KOE20711,Kab. Timor Tengah Selatan,Batu Putih,JNE YES,-,1 hari
KOE20712,Kab. Timor Tengah Selatan,Boking,JNE YES,-,1 hari
KOE20713,Kab. Timor Tengah Selatan,Fatumnasi,JNE YES,-,1 hari
KOE20714,Kab. Timor Tengah Selatan,Kalbano,JNE YES,-,1 hari
KOE20715,Kab. Timor Tengah Selatan,Kie,JNE YES,-,1 hari
KOE20716,Kab. Timor Tengah Selatan,Kot'olin,JNE YES,-,1 hari
KOE20717,Kab. Timor Tengah Selatan,Kualin,JNE YES,-,1 hari
KOE20718,Kab. Timor Tengah Selatan,Kuan Fatu,JNE YES,-,1 hari
KOE20719,Kab. Timor Tengah Selatan,Nunkolo,JNE YES,-,1 hari
KOE20720,Kab. Timor Tengah Selatan,Oenino,JNE YES,-,1 hari
KOE20721,Kab. Timor Tengah Selatan,Polen,JNE YES,-,1 hari
KOE20722,Kab. Timor Tengah Selatan,Tionas,JNE YES,-,1 hari
KOE20800,Kab. Ende,Ende,JNE YES,-,1 hari
KOE20801,Kab. Ende,Detusoko,JNE YES,-,1 hari
KOE20803,Kab. Ende,Nanga Panda,JNE YES,-,1 hari
KOE20804,Kab. Ende,Ndona,JNE YES,-,1 hari
KOE20805,Kab. Ende,Wolo Waru,JNE YES,-,1 hari
KOE20806,Kab. Ende,Detukeli,JNE YES,-,1 hari
KOE20807,Kab. Ende,Ende Selatan,JNE YES,-,1 hari
KOE20808,Kab. Ende,Ende Tengah,JNE YES,-,1 hari
KOE20809,Kab. Ende,Ende Timur,JNE YES,-,1 hari
KOE20810,Kab. Ende,Ende Utara,JNE YES,-,1 hari
KOE20811,Kab. Ende,Kelimutu,JNE YES,-,1 hari
KOE20812,Kab. Ende,Kotabaru,JNE YES,-,1 hari
KOE20813,Kab. Ende,Lio Timur,JNE YES,-,1 hari
KOE20814,Kab. Ende,Maukaro,JNE YES,-,1 hari
KOE20815,Kab. Ende,Ndona Timur,JNE YES,-,1 hari
KOE20816,Kab. Ende,Pulau Ende,JNE YES,-,1 hari
KOE20817,Kab. Ende,Wewaria,JNE YES,-,1 hari
KOE20818,Kab. Ende,Wolojita,JNE YES,-,1 hari
KOE20820,Kab. Ende,Magekoba/Maurole,JNE YES,-,1 hari
KOE20900,Kab. Ngada,Bajawa,JNE YES,-,1 hari
KOE20902,Kab. Ngada,Aimere,JNE YES,-,1 hari
KOE20907,Kab. Ngada,Riung,JNE YES,-,1 hari
KOE20908,Kab. Ngada,Jere Buu,JNE YES,-,1 hari
KOE20912,Kab. Ngada,Ngada Bawa,JNE YES,-,1 hari
KOE20913,Kab. Ngada,Riung Barat,JNE YES,-,1 hari
KOE20914,Kab. Ngada,Soa,JNE YES,-,1 hari
KOE20915,Kab. Ngada,Wogomang Ulewa,JNE YES,-,1 hari
KOE20917,Kab. Ngada,Golewa,JNE YES,-,1 hari
KOE21000,Kab. Sumba Timur,Waingapu,JNE YES,-,1 hari
KOE21001,Kab. Sumba Timur,Lewa,JNE YES,-,1 hari
KOE21002,Kab. Sumba Timur,Paberiwai,JNE YES,-,1 hari
KOE21003,Kab. Sumba Timur,Pahunga Lodu,JNE YES,-,1 hari
KOE21005,Kab. Sumba Timur,Tabundung,JNE YES,-,1 hari
KOE21006,Kab. Sumba Timur,Haharu,JNE YES,-,1 hari
KOE21007,Kab. Sumba Timur,Kahaungu Eti,JNE YES,-,1 hari
KOE21008,Kab. Sumba Timur,Karera,JNE YES,-,1 hari
KOE21010,Kab. Sumba Timur,Matawai Lapau,JNE YES,-,1 hari
KOE21011,Kab. Sumba Timur,Nggaha Oriangu,JNE YES,-,1 hari
KOE21012,Kab. Sumba Timur,Pandawai,JNE YES,-,1 hari
KOE21013,Kab. Sumba Timur,Pinu Pahar,JNE YES,-,1 hari
KOE21014,Kab. Sumba Timur,Rindi,JNE YES,-,1 hari
KOE21015,Kab. Sumba Timur,Umalulu,JNE YES,-,1 hari
KOE21016,Kab. Sumba Timur,Wulla Waijelu,JNE YES,-,1 hari
KOE21100,Kab. Sumba Barat,Waikabubak,JNE YES,-,1 hari
KOE21103,Kab. Sumba Barat,Laratama,JNE YES,-,1 hari
KOE21104,Kab. Sumba Barat,Walakaka,JNE YES,-,1 hari
KOE21200,Kab. Manggarai Barat,Labuan Bajo,JNE YES,-,1 hari
KOE21201,Kab. Manggarai Barat,Komodo,JNE YES,-,1 hari
KOE21202,Kab. Manggarai Barat,Kuwus,JNE YES,-,1 hari
KOE21203,Kab. Manggarai Barat,Lembor,JNE YES,-,1 hari
KOE21204,Kab. Manggarai Barat,Macang Pacar,JNE YES,-,1 hari
KOE21205,Kab. Manggarai Barat,Sanonggoang,JNE YES,-,1 hari
KOE21300,Kab. Manggarai Timur,Borong,JNE YES,-,1 hari
KOE21301,Kab. Manggarai Timur,Elar,JNE YES,-,1 hari
KOE21302,Kab. Manggarai Timur,Lamba Leda,JNE YES,-,1 hari
KOE21303,Kab. Manggarai Timur,Poco Ranaka,JNE YES,-,1 hari
KOE21304,Kab. Manggarai Timur,Lomba,JNE YES,-,1 hari
KOE21305,Kab. Manggarai Timur,Sambi Rampas,JNE YES,-,1 hari
KOE21400,Kab. Nagekeo,Mbay,JNE YES,-,1 hari
KOE21401,Kab. Nagekeo,Aesesa,JNE YES,-,1 hari
KOE21403,Kab. Nagekeo,Boawae,JNE YES,-,1 hari
KOE21404,Kab. Nagekeo,Mauponggo,JNE YES,-,1 hari
KOE21405,Kab. Nagekeo,Nangaroro,JNE YES,-,1 hari
KOE21406,Kab. Nagekeo,Keo Tengah,JNE YES,-,1 hari
KOE21407,Kab. Nagekeo,Wolo Wae,JNE YES,-,1 hari
KOE21408,Kab. Nagekeo,Aesesa Selatan,JNE YES,-,1 hari
KOE21500,Kab. Rote Ndao,Baa,JNE YES,-,1 hari
KOE21501,Kab. Rote Ndao,Lobalain,JNE YES,-,1 hari
KOE21502,Kab. Rote Ndao,Pantai Baru,JNE YES,-,1 hari
KOE21503,Kab. Rote Ndao,Rote Barat Daya,JNE YES,-,1 hari
KOE21504,Kab. Rote Ndao,Rote Barat Laut,JNE YES,-,1 hari
KOE21505,Kab. Rote Ndao,Rote Tengah,JNE YES,-,1 hari
KOE21506,Kab. Rote Ndao,Rote Timur,JNE YES,-,1 hari
KOE21600,Kab. Sumba Barat Daya,Tambolaka,JNE YES,-,1 hari
KOE21601,Kab. Sumba Barat Daya,Kodi,JNE YES,-,1 hari
KOE21602,Kab. Sumba Barat Daya,Wewewa Barat,JNE YES,-,1 hari
KOE21603,Kab. Sumba Barat Daya,Wewewa Timur,JNE YES,-,1 hari
KOE21604,Kab. Sumba Barat Daya,Kodi Bangedo,JNE YES,-,1 hari
KOE21605,Kab. Sumba Barat Daya,Kodi Utara,JNE YES,-,1 hari
KOE21606,Kab. Sumba Barat Daya,Laura,JNE YES,-,1 hari
KOE21607,Kab. Sumba Barat Daya,Wewewa Selatan,JNE YES,-,1 hari
KOE21608,Kab. Sumba Barat Daya,Wewewa Utara,JNE YES,-,1 hari
KOE21800,Kab. Lembata,Lembata,JNE YES,-,1 hari
KOE21801,Kab. Lembata,Buyasuri,JNE YES,-,1 hari
KOE21802,Kab. Lembata,Omesuri,JNE YES,-,1 hari
KOE21803,Kab. Lembata,Lebatukan,JNE YES,-,1 hari
KOE21804,Kab. Lembata,Ile Ape,JNE YES,-,1 hari
KOE21805,Kab. Lembata,Nubatukan,JNE YES,-,1 hari
KOE21806,Kab. Lembata,Atadei,JNE YES,-,1 hari
KOE21807,Kab. Lembata,Nagawutung,JNE YES,-,1 hari
KOE21808,Kab. Lembata,Wulandoni,JNE YES,-,1 hari
KOE21900,Kab. Kupang,Oelamasi,JNE YES,-,1 hari
KOE21901,Kab. Kupang,Amabioefeto Timur,JNE YES,-,1 hari
KOE21902,Kab. Kupang,Amarasi Barat,JNE YES,-,1 hari
KOE21903,Kab. Kupang,Amarasi Selatan,JNE YES,-,1 hari
KOE21904,Kab. Kupang,Amarasi Timur,JNE YES,-,1 hari
KOE21905,Kab. Kupang,Amarasi,JNE YES,-,1 hari
KOE21906,Kab. Kupang,Amfoang Barat Daya,JNE YES,-,1 hari
